word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
u(/steron,ὕστερος,adjective,de\,δέ,particle,le/getai,λέγω,verb,sxola/zwn,σχολάζω,verb,pro\s,πρός,preposition,to\n,ὁ,article,ei)po/nta,εἶπον,verb,mo/non,μόνος,adjective,au)tw=|,αὐτός,pronoun,dokei=n,δοκέω,verb,strathgo\n,στρατηγός,noun,ei)=nai,εἰμί,verb,to\n,ὁ,article,sofo/n,σοφός,adjective,a)lla\,ἀλλά,adverb,nh\,νή,preposition,qeou/s,θεός,noun,fa/nai,φαίνω,verb,tou=to,οὗτος,pronoun,ma/lista,μάλιστα,adverb,ka)moi/,ἐγώ,pronoun,pote,ποτέ,particle,tw=n,ὁ,article,*zh/nwnos,Ζήνων,proper,h)/reske,ἀρέσκω,verb,dogma/twn,δόγμα,noun,nu=n,νῦν,adverb,de\,δέ,particle,metaba/llomai,nouqethqei\s,νουθετέω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,μεταβάλλω,verb,*sikuwni/ou,Σικυών,proper,neani/ou,νεανίης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,peri\,περί,preposition,*persai/ou,Περσαῖος,proper,plei/ones,πλείων,verb,i(storou=sin,ἱστορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*)/aratos,Ἄρατος,proper,eu)qu\s,εὐθύς,adverb,to/,ὁ,article,te,τε,particle,*(hrai=on,Ἡραῖος,proper,u(f',ὑπό,preposition,e(autw=|,ἑαυτοῦ,pronoun,kai\,καί,conjunction,to\,ὁ,article,*le/xaion,Λέχαιον,proper,e)poih/sato,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,new=n,ναός,noun,me\n,μέν,particle,ei)kosipe/nte,,,basilikw=n,βασιλικός,adjective,e)kuri/eusen,κυριεύω,verb,i(/ppous,ἵππος,noun,de\,δέ,particle,pentakosi/ous,πεντακόσιοι,adjective,kai\,καί,conjunction,*su/rous,Σύρος,proper,tetrakosi/ous,τετρακόσιοι,adjective,a)pe/doto,ἀποδίδωμι,verb,to/n,ὁ,article,te,τε,particle,*)akroko/rinqon,Ἀκροκόρινθος,proper,e)fu/latton,φυλάσσω,verb,oi(,ὁ,article,*)axaioi\,Ἀχαιός,proper,tetrakosi/ois,τετρακόσιοι,adjective,o(pli/tais,ὁπλίτης,noun,kai\,καί,conjunction,penth/konta,πεντήκοντα,verb,kusi\,κύων,noun,kai\,καί,conjunction,kunhgoi=s,κυνηγός,noun,i)/sois,ἴσος,adjective,e)n,ἐν,preposition,tw=|,frouri/w|,φρούριον,noun,trefome/nois,τρέφω,verb,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,*(rwmai=oi,,,to\n,ὁ,article,*filopoi/mena,Φιλόποιμεν,proper,qauma/zontes,θαυμάζω,verb,*(ellh/nwn,Ἕλλην,proper,e)/sxaton,σχέθω,verb,proshgo/reuon,προσαγορεύω,verb,w(s,ὡς,conjunction,mhdeno\s,μηδείς,pronoun,mega/lou,μέγας,adverb,met',μετά,preposition,e)kei=non,ἐκεῖνος,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,*(/ellhsi,Ἕλλην,proper,genome/nou,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,tw=n,ὁ,article,*(ellhnikw=n,Ἑλληνικός,adjective,pra/cewn,πρᾶξις,adjective,tau/thn,οὗτος,pronoun,e)sxa/thn,σχέθω,verb,kai\,καί,conjunction,newta/thn,νέος,adjective,fai/hn,φημί,verb,a)\n,ἄν,particle,pepra=xqai,πράσσω,verb,tou=to,οὗτος,pronoun,me\n,μέν,particle,to/lmh|,τόλμα,noun,tou=to,οὗτος,pronoun,de\,δέ,particle,tu/xh|,τυγχάνω,verb,tai=s,ὁ,article,a)ri/stais,ἄριστος,adjective,e)na/millon,ἐνάμιλλος,adjective,w(s,ὡς,conjunction,e)dh/lwsen,δηλόω,verb,eu)qu\s,εὐθύς,adverb,ta\,ὁ,article,gino/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*megarei=s,Μεγαρεύς,proper,te,τε,particle,ga\r,γάρ,particle,a)posta/ntes,ἀφίστημι,verb,*)antigo/nou,Ἀντίγονος,proper,tw=|,ὁ,article,*)ara/tw|,Ἄρατος,proper,prose/qento,προστίθημι,verb,kai\,καί,conjunction,*troizh/nioi,Τροιζήνιος,proper,meta\,μετά,preposition,*)epidauri/wn,Ἐπιδαύριος,proper,suneta/xqhsan,συντάσσω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,*)axaiou/s,Ἀχαιός,proper,e)codo/n,,,te,τε,particle,prw/thn,πρότερος,adjective,qe/menos,τίθημι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*)attikh\n,Ἀττικός,adjective,e)ne/bale,ἐμβάλλω,verb,kai\,καί,conjunction,th\n,ὁ,article,*salami=na,Σαλαμίς,proper,diaba\s,διαβαίνω,verb,e)lehla/thsen,w(/sper,ὥσπερ,adverb,e)c,ἐκ,preposition,ei(rkth=s,εἱρκτή,noun,λεηλατέω,verb,lelume/nh|,λύω,verb,th=|,ὁ,article,duna/mei,δύναμις,adjective,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,e)f',ἐπί,preposition,o(/,ὅς,pronoun,ti,τις,pronoun,bou/loito,βούλομαι,verb,xrw/menos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aqhnai/ois,Ἀθήναια,proper,de\,δέ,particle,tou\s,ὁ,article,e)leuqe/rous,ἐλεύθερος,adjective,a)fh=ken,ἀφήκω,verb,a)/neu,ἄνευ,preposition,lu/trwn,λύτρον,noun,a)rxa\s,ἀρχή,noun,a)posta/sews,ἀπόστασις,noun,e)ndidou\s,ἐνδίδωμι,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ptolemai=on,Πτολεμαῖος,proper,de\,δέ,particle,su/mmaxon,σύμμαχος,adjective,e)poi/hse,ποιέω,verb,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,h(gemoni/an,ἡγεμονία,noun,e)/xonta,ἔχω,verb,pole/mou,πόλεμος,noun,kai\,καί,conjunction,kata\,κατά,preposition,gh=n,γῆ,noun,kai\,καί,conjunction,qa/lattan,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,i)/sxusen,ἰσχύω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,*)axaioi=s,Ἀχαιός,proper,w(/st',ὥστε,conjunction,ei),εἰ,conjunction,mh\,μή,conjunction,kat',κατά,preposition,e)niauto\n,ἐνιαυτός,noun,e)ch=n,ἔξεστι,verb,par',παρά,preposition,e)niauto\n,ἐνιαυτός,noun,ai(rei=sqai,αἱρέω,verb,strathgo\n,στρατηγός,noun,au)to/n,αὐτός,pronoun,e)/rgw|,ἔργον,noun,de\,δέ,particle,kai\,καί,conjunction,gnw/mh|,γνώμη,noun,dia\,διά,preposition,panto\s,πᾶς,adjective,a)/rxein,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(w/rwn,ὁράω,verb,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,ou),οὐ,adverb,plou=ton,πλοῦτος,noun,ou),οὐ,adverb,do/can,δόξα,noun,ou),οὐ,adverb,fili/an,φιλία,noun,basilikh/n,βασιλικός,adjective,ou),οὐ,adverb,to\,ὁ,article,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,patri/dos,πατρίς,adjective,sumfe/ron,συμφέρω,verb,ou)k,οὐ,adverb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,th=s,ὁ,article,au)ch/sews,αὔξησις,noun,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,e)pi/prosqen,ἐπίπροσθεν,adverb,poiou/menon,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(gei=to,ἁγέομαι,verb,ga\r,γάρ,particle,a)sqenei=s,ἀσθενής,adjective,i)di/a|,ἴδιος,adjective,ta\s,ὁ,article,po/leis,πόλις,adjective,u(parxou/sas,ὑπάρχω,verb,sw/|zesqai,σώζω,verb,di',διά,preposition,a)llh/lwn,ἀλλήλων,pronoun,w(/sper,ὥσπερ,adverb,e)ndedeme/nas,ἐνδέω,verb,tw=|,ὁ,article,koinw=|,κοινός,adjective,sumfe/ronti,συμφέρω,verb,kai\,καί,conjunction,kaqa/per,καθά,adverb,ta\,ὁ,article,me/rh,μέρα,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,zw=nta,ζάω,verb,kai\,καί,conjunction,sumpne/onta,συμπνέω,verb,dia\,διά,preposition,th\n,ὁ,article,pro\s,πρός,preposition,a)/llhla,ἀλλήλων,pronoun,sumfui/+an,o(/tan,ὅταν,conjunction,a)pospasqh=|,ἀποσπάω,verb,kai\,καί,conjunction,συμφυία,noun,ge/nhtai,γίγνομαι,verb,xwri/s,χωρίς,adverb,a)trofei=,ἀτροφής,adjective,kai\,καί,conjunction,sh/petai,σήπω,verb,paraplhsi/ws,παραπλήσιος,adjective,ta\s,ὁ,article,po/leis,πόλις,adjective,a)po/llusqai,ἀπόλλυμι,verb,me\n,u(po\,tw=n,ὁ,article,diaspw/ntwn,διασπάω,verb,to\,ὁ,article,koino/n,κοινός,adjective,au)/cesqai,αὐξάνω,verb,de\,δέ,particle,u(p',ὑπό,preposition,a)llh/lwn,ἀλλήλων,pronoun,o(/tan,ὅταν,conjunction,o(/lou,ὅλος,adjective,tino\s,τις,pronoun,mega/lou,μέγας,adverb,me/rh,μέρα,noun,geno/menai,γίγνομαι,verb,koinh=s,κοινός,adjective,pronoi/as,πρόνοια,noun,tugxa/nwsin,τυγχάνω,verb,,,,,,,,,,,,,,,,μέν,particle,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=n,ὁράω,verb,de\,δέ,particle,tou\s,ὁ,article,a)ri/stous,ἄριστος,adjective,tw=n,ὁ,article,prosoi/kwn,πρόσοικος,adjective,au)tonomoume/nous,αὐτονομέομαι,verb,*)argei/ois,Ἀργεῖος,proper,de\,δέ,particle,douleu/ousin,δουλεύω,verb,a)xqo/menos,ἄχθομαι,verb,e)pebou/leuen,ἐπιβουλεύω,verb,a)nelei=n,ἀναιρέω,verb,to\n,ὁ,article,tu/rannon,τύραννος,noun,au)tw=n,αὐτός,pronoun,*)aristo/maxon,Ἀριστόμαχος,proper,a(/ma,ἅμα,adverb,th=|,ὁ,article,te,τε,particle,po/lei,πόλις,adjective,qrepth/ria,θρεπτήριος,adjective,th\n,ὁ,article,e)leuqeri/an,ἐλευθερία,noun,a)podou=nai,ἀποδίδωμι,verb,filotimou/menos,φιλοτιμέομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,*)axaioi=s,proskomi/sai,προσκομίζω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,Ἀχαιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,tolmw=ntes,τολμάω,verb,eu(re/qhsan,εὑρίσκω,verb,w(=n,ὅς,pronoun,*ai)sxu/los,Αἰσχύλος,proper,proeisth/kei,προίστημι,verb,kai\,καί,conjunction,*xarime/nhs,,,o(,ὁ,article,ma/ntis,μάντις,noun,ci/fh,ξίφος,noun,de\,δέ,particle,ou)k,οὐ,adverb,ei)=xon,ἔχω,verb,a)ll',ἀλλά,adverb,a)pei/rhto,ἀπεῖπον,verb,kekth=sqai,κτάομαι,verb,kai\,καί,conjunction,zhmi/ai,ζημία,noun,mega/lai,μέγας,adverb,toi=s,ὁ,article,kekthme/nois,κτάομαι,verb,e)ph=san,ἔπειμι,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,tura/nnou,τύραννος,noun,kataskeua/sas,ou)=n,οὖν,particle,o(,ὁ,article,*)/aratos,Ἄρατος,proper,κατασκευάζω,verb,au)toi=s,αὐτός,pronoun,e)n,ἐν,preposition,*kori/nqw|,Κόρινθος,adverb,mikra\s,μικρός,adjective,paracifi/das,παραξιφίς,noun,e)ne/rrayen,ἐνράπτω,verb,ei)s,εἰς,preposition,sa/gmata,σάγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,periqei\s,περιτίθημι,verb,u(pozugi/ois,ὑποζύγιον,noun,skeu/h,σκεῦος,noun,tina\,τις,pronoun,parhmelhme/na,παραμελέω,verb,komi/zousin,κομίζω,verb,ei)s,εἰς,preposition,*)/argos,Ἄργος,proper,a)pe/steile,ἀποστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xarime/nous,,,de\,δέ,particle,tou=,ὁ,article,ma/ntews,μάντις,noun,proslabo/ntos,προσλαμβάνω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,pra=cin,πρᾶξις,adjective,a)/nqrwpon,ἄνθρωπος,noun,oi(,ἕ,pronoun,peri\,περί,preposition,to\n,ὁ,article,*ai)sxu/lon,Αἰσχύλος,proper,h)gana/kthsan,ἀγανακτέω,verb,kai\,καί,conjunction,di',διά,preposition,e(autw=n,ἑαυτοῦ,pronoun,e)/pratton,πράσσω,verb,tou=,ὁ,article,*xarime/nous,,,katagno/ntes,καταγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sqo/menos,αἰσθάνομαι,verb,de\,δέ,particle,e)kei=nos,ἐκεῖνος,pronoun,o)rgh=|,ὀργή,noun,katemh/nuse,καταμηνύω,verb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,h)/dh,ἤδη,adverb,badi/zontas,βαδίζω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,tu/rannon,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
