word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
tw/de,ga\r,γάρ,particle,a)/mfw,ἄμφω,noun,ta\s,ὁ,article,koili/as,κοιλία,noun,kaqai/rei,καθαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,de\,δέ,particle,toi=si,τίς,pronoun,h)\n,ἐάν,conjunction,mh\,μή,conjunction,e)ndi/dwsi,ἐνδίδωμι,verb,ai(,ὁ,article,prh/sies,πρᾶσις,noun,pro\s,πρός,preposition,to\n,ὁ,article,ou)rano\n,οὐρανός,noun,a)nakla/santa,ἀνακλάω,verb,th\n,ὁ,article,glw=ssan,γλῶσσα,noun,ta/mnein,τέμνω,verb,ta\s,ὁ,article,e)n,ἐν,preposition,au)te/h|,,,fle/bas,φλέψ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,eu)ro/ws,ἐύρρους,adjective,kai\,καί,conjunction,pollo\n,πολύς,adjective,*ruh=|,,,to\,ὁ,article,ai(=ma,αἷμα,noun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ma=llon,μᾶλλον,adverb,a)\n,ἄν,particle,w)/nhse,ὀνίνημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/gcies,e)pi\,ἐπί,preposition,toi=si,ὁ,article,flegmai/nousi,φλεγμαίνω,verb,ta\,ὁ,article,prw=ta,πρότερος,adjective,me\n,μέν,particle,stu/fousai,στύφω,verb,o(/kws,ὅπως,conjunction,e)s,εἰς,preposition,pali/rroian,παλίρροια,noun,i)/wsin,εἶμι,verb,ai(,ὁ,article,u(=lai,ὕλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέγξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ria/,t',τε,particle,w)=n,οὖν,particle,pinara\,πιναρός,adjective,cu\n,σύν,preposition,oi)su/pw|,οἴσυπον,noun,deuqe/nta,δεύομαι,verb,oi)/nw|,οἶνον,noun,kai\,καί,conjunction,a)lei/fati,ἄλειφαρ,noun,tw=|,ὁ,article,a)po\,ἀπό,preposition,th=s,ὁ,article,e)lai/hs,ἐλαία,noun,th=s,ὁ,article,o)/mfakos,ὄμφαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,kai\,καί,conjunction,ta\,ὁ,article,e)pipla/smata,ἐπίπλασμα,noun,i)/kela,ἴκελος,adjective,th=|,ὁ,article,te/gci,,,foi/nikes,φοῖνιξ,noun,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,dedeume/noi,δεύομαι,verb,lei=oi,λεῖος,adjective,cu\n,σύν,preposition,*rodi/oisi,,,peta/loisi,πέταλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,de\,δέ,particle,gli/sxron,γλίσχρος,adjective,te,τε,particle,kai\,καί,conjunction,malako\n,μαλακός,adjective,e)/h|,εἰμί,verb,to\,ὁ,article,e)pi/plasma,ἐπίπλασμα,noun,kai\,καί,conjunction,a)/lhton,ἄλητον,noun,e)/stw,εἰμί,verb,h)\,ἠέ,conjunction,li/nou,λίνος,noun,spe/rma,σπέρμα,noun,kai\,καί,conjunction,me/li,μέλι,noun,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,e)s,εἰς,preposition,th\n,ὁ,article,a(pa/ntwn,ἅπας,adjective,mi/cin,μίξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,e)s,εἰς,preposition,pu/hsin,πύησις,adjective,tre/phtai,τρέπω,verb,toi=si,ὁ,article,qermoi=si,θερμός,adjective,xre/esqai,χράομαι,verb,oi(=sper,ὅς,pronoun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,th=s,ὁ,article,e(te/rhs,ἕτερος,adjective,suna/gxhs,συνάγχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=lis,w)=n,οὖν,particle,e)/stw,εἰμί,verb,to\,ὁ,article,a)/lhton,ἄλητον,noun,kai\,καί,conjunction,ma/nna,μάννα,noun,kai\,καί,conjunction,*rhti/nh,,,ta\,ὁ,article,thkta/,τηκτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,poli/ou,πολιόω,verb,ko/mh,κόμη,noun,e)mpasse/sqw,ἐμπάσσω,verb,kai\,καί,conjunction,puri/h,πυρία,noun,qermh\,θερμός,adjective,spo/ggoisi,σπόγγος,noun,da/fnhs,δάφνη,noun,tou=,ὁ,article,karpou=,καρπός,noun,kai\,καί,conjunction,u(ssw/pou,ὕσσωπον,noun,e(yh/mati,ἕψημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,de\,δέ,particle,e)mpu/hsin,ἐμπύησις,noun,dunatw/taton,δυνατός,adjective,pelia/dwn,,,h)\,ἠέ,conjunction,kunw=n,κύων,noun,ko/pron,κόπρον,noun,prosepipa/ssein,προσεπιπάσσω,verb,lepth\n,λεπτός,adjective,a)po\,ἀπό,preposition,krhse/rhs,κρησέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaklu/smata,de\,δέ,particle,meli/krhton,μελίκρητον,noun,cu\n,σύν,preposition,fakh=s,φακῆ,noun,h)\,ἠέ,conjunction,u(ssw/pou,ὕσσωπον,noun,e(yh/mati,ἕψημα,noun,h)\,ἠέ,conjunction,*ro/dwn,,,h)\,ἠέ,conjunction,foini/kwn,φοῖνιξ,noun,h)\,ἠέ,conjunction,o(mou\,,,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διάκλυσμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gxri/ein,de\,δέ,particle,to\,ὁ,article,sto/ma,στόμα,noun,pa=n,πᾶς,adjective,me/xri,μέχρι,preposition,th=s,ὁ,article,e)/sw,ἔσω,adjective,fa/ruggos,φάρυγξ,noun,a(ploi=si,ἁπλός,adjective,me\n,μέν,particle,xulw=|,χυλός,noun,mo/rwn,μόρον,noun,*roiw=n,,,u(/dati,ὕδωρ,noun,leanqe/ntwn,,,h)\,ἠέ,conjunction,foini/kwn,φοῖνιξ,noun,e(yh/mati,ἕψημα,noun,farma/koisi,φάρμακον,noun,de\,δέ,particle,th=|,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,mo/rwn,μόρον,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,th=|,ὁ,article,bhsasa=|,,,kai\,καί,conjunction,xulw=|,χυλός,noun,*roo\s,,,kai\,καί,conjunction,th=|,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,xelido/nwn,χελιδών,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγχρίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,e(/lkea,ἕλκος,noun,e)sxa/rwn,ἔσχαρος,noun,e)/wsi,εἰμί,verb,diaklu/smata,διάκλυσμα,noun,ta/de,ὅδε,pronoun,kai\,καί,conjunction,a)nakogxulismoi\,ἀνακογχυλισμός,noun,u(ssw/pou,ὕσσωπον,noun,a)feyh/mati,ἀφέψημα,noun,e)n,ἐν,preposition,melikrh/tw|,μελίκρητον,noun,h)\,ἠέ,conjunction,su/kwn,σῦκον,noun,tw=n,ὁ,article,pio/nwn,πίων,adjective,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,a)/mulos,ἄμυλος,adjective,dieqei\s,διίημι,verb,e)n,ἐν,preposition,melikrh/,,,tw|,τις,pronoun,h)\,ἠέ,conjunction,ptisa/nhs,πτισάνη,adjective,xulw=|,χυλός,noun,h)\,ἠέ,conjunction,tra/gou,τράγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,de\,δέ,particle,th=s,ὁ,article,meta\,μετά,preposition,cumptw/sios,σύμπτωσις,noun,suna/gxhs,συνάγχη,noun,e)/swqen,ἔσωθεν,adverb,e)/cw,ἔξω,adverb,a)/gein,ἄγω,verb,pa/nta,πᾶς,adjective,kai\,καί,conjunction,u(/gra\,,,kai\,καί,conjunction,qe/rmhn,θέρμη,noun,kai\,καί,conjunction,sa/rka,σάρξ,adjective,pa=san,πᾶς,adjective,w(s,ὡς,conjunction,e)cogke/h|,ἐξογκέω,verb,e)/cw,ἔξω,adverb,to\,ὁ,article,pa=n,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stwsan,w)=n,οὖν,particle,qermai\,θερμός,adjective,ai(,ὁ,article,te/gcies,τέγξις,noun,cu\n,σύν,preposition,phga/nw|,πήγανον,noun,kai\,καί,conjunction,a)nh/qw|,ἄνηθον,noun,e)mpassom,,,e/n,εἰμί,verb,ou,,,ni/trou,νίτρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)pipla/sma,,,ta,,,cu\n,σύν,preposition,toute/oisi,,,ta\,ὁ,article,pro/sqen,πρόσθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqo\n,de\,δέ,particle,khrwth\n,κηρωτή,noun,su\n,σύν,preposition,ni/trw|,νίτρον,noun,kai\,καί,conjunction,sinh/pi,,,tiqe/nai,τίθημι,verb,e)s,εἰς,preposition,qermasi/hn,θερμασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qermasi/h,de\,δέ,particle,h(,ὁ,article,e)s,εἰς,preposition,ta\,ὁ,article,e)/cw,ἔξω,adverb,ta\,ὁ,article,toia/de,τοιόσδε,adjective,i)h=tai,ἰάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θερμασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,h)de\,ἠδέ,conjunction,e)cogke/ei,ἐξογκέω,verb,e)s,εἰς,preposition,to\n,ὁ,article,au)xe/na,αὐχήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/gkos,de\,δέ,particle,peripneumoni/hs,περιπλευμονία,noun,*ru/etai,,,e)paiwreu/menos,ἐπαιωρέω,verb,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄγκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/sw,de\,δέ,particle,toi=si,τίς,pronoun,sunagxi,,,koi=si,,,o)le/qrion,ὀλέθριος,adjective,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἴσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,de\,δέ,particle,u(p',ὑπό,preposition,eu)labi/hs,,,th=s,ὁ,article,e)pi\,ἐπί,preposition,th=s,ὁ,article,suna/gxhs,συνάγχη,noun,pnigo\s,,,th\n,ὁ,article,a)rthri/hn,ἀρτηρία,noun,e)/tamon,τέμνω,verb,e)s,εἰς,preposition,a)/napnoh\n,,,ou)/,οὐ,adverb,moi,ἐγώ,pronoun,doke/ousi,δοκέω,verb,pei/rh|,ἀπολάω,verb,to\,ὁ,article,prh=gma,πρᾶγμα,noun,pistw/sasqai,πιστόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁπόσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/,te,τε,particle,ga\r,γάρ,particle,qermasi/h,θερμασία,noun,th=s,ὁ,article,flegmasi/hs,φλεγμασία,noun,me/zwn,μέγας,adverb,e)k,ἐκ,preposition,tou=,ὁ,article,trw/matos,τραῦμα,noun,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,prostimwre/ei,προστιμωρέω,verb,th=|,ὁ,article,pnigi\,,,kai\,καί,conjunction,bh/ssousi,βήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,e)kfu/gwsi,ἐκφεύγω,verb,to/nde,ὅδε,pronoun,to\n,ὁ,article,ki/ndunon,κίνδυνος,noun,ou),οὐ,adverb,cuna/getai,συνάγω,verb,tou=,ὁ,article,trw/matos,τραῦμα,noun,ta\,ὁ,article,xei/lea,χεῖλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mfw,ga\r,γάρ,particle,xondrw/dea,χονδρώδης,adjective,kai\,καί,conjunction,a)cu/mfuta,ἀσύμφυτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
