word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
o(/qen,ὅθεν,adverb,h)po/roun,ἀπορέω,verb,a)gora=s,ἀγορά,noun,oi(,ὁ,article,*taranti=noi,Ταραντῖνοι,proper,e(/ws,ἕως,conjunction,e)pelqw\n,ἐπέρχομαι,verb,au)toi=s,αὐτός,pronoun,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,e)di/dace,διδάσκω,verb,lewfo/ron,λαοφόρος,adjective,o(do/n,ὁδός,adjective,h(\,ὅς,pronoun,dia\,διά,preposition,me/shs,μέσος,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,e)/feren,φέρω,verb,a)po\,ἀπό,preposition,tw=n,lime/nwn,λιμήν,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,notion,,,qalassan,,,o)ru/cantas,ὀρύσσω,verb,i)sqmo\n,ἰσθμός,noun,e(/teron,ἕτερος,adjective,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,ou(/tw,οὕτως,adverb,pra/cantes,πράσσω,verb,ei)=xo/n,ἔχω,verb,te,τε,particle,a)gora/n,ἀγορά,noun,kai\,καί,conjunction,trih/resi,τριήρης,noun,tou\s,ὁ,article,*(rwmai/wn,,,frourou\s,φρουρός,noun,nau=s,ναῦς,noun,ou)k,οὐ,adverb,e)/xontas,ἔχω,verb,u(po\,ὑπό,preposition,to\,ὁ,article,tei=xos,τεῖχος,noun,e)/blapton,βλάπτω,verb,o(/te,mh\,μή,conjunction,xeimw\n,χειμών,noun,ei)/h,ἀίω,verb,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,th\n,ὁ,article,a)gora\n,ἀγορά,noun,th\n,ὁ,article,kataple/ousan,καταπλέω,verb,e)kei/nois,ἐκεῖνος,pronoun,a)fh|rou=nto,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅτε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,h)po/roun,ἀπορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nukto\s,νύξ,adjective,au)toi\s,,,*qouri/wn,Θούριος,proper,si=to/n,σῖτος,noun,te,τε,particle,nausi\,ναῦς,noun,pempo/ntwn,πέμπω,verb,kai\,καί,conjunction,trih/reis,τριήρης,noun,e)s,εἰς,preposition,fulakh\n,φυλακή,noun,tw=n,ὁ,article,new=n,ναός,noun,oi(,ὁ,article,*taranti=noi,Ταραντῖνοι,proper,kai\,καί,conjunction,oi(,ὁ,article,su\n,σύν,preposition,au)toi=s,αὐτός,pronoun,*li/bues,puqo/menoi,πύθω,verb,kai\,καί,conjunction,loxh/santes,λοχάω,verb,e)/labon,λαμβάνω,verb,au)tw=|,αὐτός,pronoun,te,τε,particle,si/tw|,σῖτος,noun,kai\,καί,conjunction,au)toi=s,αὐτός,pronoun,a)ndra/sin,ἀνήρ,noun,a(pa/sas,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Λίβυς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presbeuome/nwn,πρεσβεύω,verb,de\,δέ,particle,qamina\,θαμινός,adverb,tw=n,ὁ,article,*qouri/wn,Θούριος,proper,kai\,καί,conjunction,a)ciou/ntwn,ἀξιόω,verb,lu/sasqai,λύω,verb,tou\s,ὁ,article,ei)lhmme/nous,λαμβάνω,verb,oi(,ὁ,article,*taranti=noi,Ταραντῖνοι,proper,tou\s,ὁ,article,foitw=ntas,φοιτάω,verb,au)tw=n,αὐτός,pronoun,mete/peiqon,μεταπείθω,verb,e)s,εἰς,preposition,*)anni/ban,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,o(/sous,ὅσος,adjective,ei)=xe,ἔχω,verb,*qouri/wn,Θούριος,proper,ai)xmalw/tous,αἰχμάλωτος,adjective,eu)qu\s,εὐθύς,adverb,a)pe/luen,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,sfw=n,σφεῖς,pronoun,biasa/menoi,βιάω,verb,ta\s,ὁ,article,pu/las,πύλη,adjective,*)/annwni,Ἄννων,proper,a)ne/w|can,ἀνοίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*qou/rioi,Θούριος,proper,me\n,μέν,particle,*(rwmai/ois,,,*ta/ranta,Τάρας,proper,peripoiou/menoi,περιποιέω,verb,e)/laqon,λανθάνω,verb,ou(/tws,οὕτως,adverb,u(po\,ὑπό,preposition,*karxhdoni/ois,Καρχηδόνιος,proper,au)toi\,αὐτός,pronoun,geno/menoi,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,froura\,φρουρά,noun,*(rwmai/wn,,,e)s,εἰς,preposition,*brente/sion,Βρεντέσιον,proper,laqou=sa,λανθάνω,verb,diepleusen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*metaponti=noi,,,d',δέ,particle,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,sfw=n,σφεῖς,pronoun,o(,ὁ,article,frou/rarxos,φρούραρχος,noun,to\,ὁ,article,h(/misu,ἥμισυς,adjective,th=s,ὁ,article,froura=s,φρουρά,noun,a)/gwn,ἄγω,verb,e)s,εἰς,preposition,*ta/ranta,Τάρας,proper,w)/|xeto,οἴχομαι,verb,tou\s,ὁ,article,loipou\s,λοιπός,adjective,o)li/gous,ὀλίγος,adjective,genome/nous,γίγνομαι,verb,a)pe/kteinan,ἀποκτείνω,verb,kai\,*)anni/ba|,Ἀννίβας,proper,prose/qento,προστίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prose/qeto,προστίθημι,verb,de\,δέ,particle,kai\,καί,conjunction,h(,ὁ,article,metacu\,μεταξύ,adverb,*metaponti/nwn,,,te,τε,particle,kai\,καί,conjunction,*qouri/wn,Θούριος,proper,*(hra/kleia,Ἡράκλειος,proper,de/ei,δέος,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,gnw/mh|,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,h)=n,εἰμί,verb,e)pikude/stera,ἐπικυδής,adjective,ta\,ὁ,article,*)anni/bou,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,d',δέ,particle,e(ch=s,ἑξῆς,adverb,e)/tous,ἔτος,noun,kai\,καί,conjunction,*leukanw=n,Λευκανοί,proper,tines,τις,pronoun,a)pe/sthsan,ἀφίστημι,verb,a)po\,ἀπό,preposition,*(rwmai/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,*semprw/nios,Σεμπρώνιος,proper,*gra/kxos,,,a)nqu/patos,ἀνθύπατος,noun,e)pelqw\n,ἐπέρχομαι,verb,e)pole/mei,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*leukano\s,,,de/,δέ,particle,tis,τις,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,e)/ti,ἔτι,adverb,*(rwmai/ois,,,e)mmeno/ntwn,ἐμμένω,verb,*fla/ouios,,,fi/los,φίλος,adjective,w)\n,εἰμί,verb,kai\,καί,conjunction,ce/nos,ξένος,noun,*gra/kxou,,,prodidou\s,προδίδωμι,verb,au)to\n,αὐτός,pronoun,e)/peisen,ἐφίζω,verb,e)/s,εἰς,preposition,ti,τις,pronoun,xwri/on,χωρίον,noun,e)lqo/nta,sunqe/sqai,συντίθημι,verb,*leukanw=n,Λευκανοί,proper,toi=s,ὁ,article,strathgoi=s,στρατηγός,noun,w(s,ὡς,conjunction,metanoou=si,μετανοέω,verb,kai\,καί,conjunction,dou=nai,δίδωμι,verb,kai\,καί,conjunction,labei=n,λαμβάνω,verb,pi/steis,πίστις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ou)de\n,οὐδείς,pronoun,u(potoph/sas,ὑποτοπέω,verb,ei(/peto,ἕπομαι,verb,meq',μετά,preposition,i(ppe/wn,ἱππεύς,noun,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*noma/dwn,νομάς,noun,de\,δέ,particle,pollw=n,πολύς,adjective,au)to\n,αὐτός,pronoun,e)c,ἐκ,preposition,e)ne/dras,ἐνέδρα,noun,kuklwsame/nwn,κυκλόω,verb,o(,ὁ,article,me\n,μέν,particle,*fla/ouios,,,e)ci/ppeusen,ἐξιππεύω,verb,e)s,εἰς,preposition,e)kei/nous,ἐκεῖνος,pronoun,o(,ὁ,article,de\,δέ,particle,*gra/kxos,,,sunei\s,συνίημι,verb,th=s,ὁ,article,prodosi/as,προδοσία,noun,kaqh/lato,καθάλλομαι,verb,meta\,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,kai\,καί,conjunction,polla\,πολύς,adjective,kai\,καί,conjunction,gennai=a,γενναῖος,adjective,drw=n,δράω,verb,kateko/ph,κατακόπτω,verb,meta\,μετά,preposition,pa/ntwn,πᾶς,adjective,plh\n,πλήν,preposition,triw=n,τρεῖς,noun,ou(\s,ὅς,pronoun,mo/nous,ei(=len,αἱρέω,verb,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,pollh\n,πολύς,adjective,poihsa/menos,ποιέω,verb,spoudh\n,σπουδή,noun,labei=n,λαμβάνω,verb,μετά,preposition,μόνος,adjective,zw=nta,ζάω,verb,*(rwmai/wn,,,to\n,ὁ,article,a)nqu/paton,ἀνθύπατος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxrw=s,αἰσχρός,adjective,d',δέ,particle,au)to\n,αὐτός,pronoun,e)nhdreume/non,ἐνεδρεύω,verb,a)ga/menos,ἄγαμαι,verb,o(/mws,ὅμως,conjunction,th=s,ὁ,article,teleutai/as,τελευταῖος,adjective,a)reth=s,ἀρετή,noun,e)/qaye,θάπτω,verb,kai\,καί,conjunction,ta\,ὁ,article,o)sta=,ὀστέον,noun,*(rwmai/ois,,,e)/pemyen,πέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=de,ὅδε,pronoun,au)to\s,αὐτός,pronoun,me\n,μέν,particle,e)n,ἐν,preposition,*)ia/pucin,Ἰάπυξ,proper,e)qe/rize,θερίζω,verb,kai\,καί,conjunction,si=ton,σῖτος,noun,polu\n,πολύς,adjective,e)sw/reue,σωρεύω,verb,*(rwmai/wn,,,d',δέ,particle,e)piqe/sqai,ἐπιτίθημι,verb,*kapuaiois,,,e)gnwko/twn,γιγνώσκω,verb,e)/pempen,πέμπω,verb,*)/annwna,Ἄννων,proper,meta\,μετά,preposition,xili/wn,pezw=n,πεζός,adjective,kai\,καί,conjunction,xili/wn,χίλιοι,adjective,i(ppe/wn,ἱππεύς,noun,e)sdramei=n,εἰστρέχω,verb,nukto\s,νύξ,adjective,e)s,εἰς,preposition,*kapu/hn,καπύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,e)se/drame,εἰστρέχω,verb,*(rwmai/ous,,,laqw/n,λανθάνω,verb,oi(,ἕ,pronoun,d',δέ,particle,h(me/ras,ἡμέρα,noun,genome/nhs,γίγνομαι,verb,w(s,ὡς,conjunction,ple/onas,πλείων,verb,ei)=don,εἶδον,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,teixw=n,τεῖχος,noun,to\,ὁ,article,sumba\n,συμβαίνω,verb,e)/gnwsan,γιγνώσκω,verb,kai\,καί,conjunction,th=s,me\n,μέν,particle,po/lews,πόλις,adjective,eu)qu\s,εὐθύς,adverb,a)nexw/roun,ἀναχωρέω,verb,ta\,ὁ,article,de\,δέ,particle,qe/rh,θέρω,verb,ta\,ὁ,article,*kapuai/wn,,,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,*kampanw=n,Καμπανοί,proper,prokatela/mbanon,,,,,,,,,,,,,,,,,,,,,,ὁ,article,προκαταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)durome/nois,ὀδύρομαι,verb,de\,δέ,particle,peri\,περί,preposition,tou=de,ὅδε,pronoun,toi=s,ὁ,article,*kampanoi=s,Καμπανοί,proper,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,e)/fh,φημί,verb,polu\n,πολύς,adjective,e)/xein,ἔχω,verb,si=ton,σῖτος,noun,e)n,ἐν,preposition,*)iapugi/a|,Ἰαπύγιος,proper,kai\,καί,conjunction,pe/mpontas,πέμπω,verb,e)ke/leue,κελεύω,verb,lamba/nein,λαμβάνω,verb,o(sa/kis,ὁσάκις,adverb,qe/loien,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,u(pozu/gia,ὑποζύγιον,noun,mo/non,μόνος,adjective,ou)d',οὐδέ,particle,a)/ndras,ἀνήρ,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,gu/naia,γύναιον,noun,kai\,καί,conjunction,paidi/a,παιδία,noun,e)/pempon,πέμπω,verb,a)xqoforh/sonta,ἀχθοφορέω,verb,tou=,ὁ,article,si/tou,σῖτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
