word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
kai/toi,καίτοι,particle,ou)k,οὐ,adverb,a)ma/rturon,ἀμάρτυρος,adjective,au(to\n,ἑαυτοῦ,pronoun,a)fh=ken,ἀφήκω,verb,a)gaqourgw=n,ἀγαθοεργέω,verb,ou)rano/qen,οὐρανόθεν,adverb,u(mi=n,σύ,pronoun,u(etou\s,ὑετός,noun,didou\s,δίδωμι,verb,kai\,καί,conjunction,kairou\s,καιρός,noun,karpofo/rous,καρπόφορος,adjective,e)mpiplw=n,ἐμπίπλημι,verb,trofh=s,τροφεύς,noun,kai\,καί,conjunction,eu)frosu/nhs,εὐφροσύνη,noun,ta\s,ὁ,article,kardi/as,καρδία,noun,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,le/gontes,λέγω,verb,mo/lis,μόλις,adverb,kate/pausan,καταπαύω,verb,tou\s,ὁ,article,o)/xlous,ὄχλος,noun,tou=,ὁ,article,mh\,μή,conjunction,qu/ein,θύω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)eph=lqan,ἐπέρχομαι,verb,de\,δέ,particle,a)po\,ἀπό,preposition,*)antioxei/as,Ἀντιόχειος,proper,kai\,καί,conjunction,*)ikoni/ou,,,*)ioudai=oi,Ἰουδαῖος,proper,kai\,καί,conjunction,pei/santes,πείθω,verb,tou\s,ὁ,article,o)/xlous,ὄχλος,noun,kai\,καί,conjunction,liqa/santes,λιθάω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,e)/suron,σύρω,verb,e)/cw,ἔξω,adverb,th=s,ὁ,article,po/lews,πόλις,adjective,nomi/zontes,νομίζω,verb,au)to\n,αὐτός,pronoun,teqnhke/nai,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuklwsa/ntwn,κυκλόω,verb,de\,δέ,particle,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,au)to\n,αὐτός,pronoun,a)nasta\s,ἀνίστημι,verb,ei)sh=lqen,εἰσέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th=|,ὁ,article,e)pau/rion,ἐπαύριον,adverb,e)ch=lqen,ἐξέρχομαι,verb,su\n,σύν,preposition,tw=|,ὁ,article,*barna/ba|,Βαρνάβας,proper,ei)s,εἰς,preposition,*de/rbhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)aggelisa/menoi/,εὐαγγελίζομαι,verb,te,τε,particle,th\n,ὁ,article,po/lin,πόλις,adjective,e)kei/nhn,ἐκεῖνος,pronoun,kai\,καί,conjunction,maqhteu/santes,μαθητεύω,verb,i(kanou\s,ἱκανός,adjective,u(pe/streyan,ὑποστρέφω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*lu/stran,,,kai\,καί,conjunction,ei)s,εἰς,preposition,*)iko/nion,,,kai\,καί,conjunction,ei)s,εἰς,preposition,*)antio/xeian,,,e)pisthri/zontes,ἐπιστηρίζω,verb,ta\s,ὁ,article,yuxa\s,ψυχή,noun,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,parakalou=ntes,παρακαλέω,verb,e)mme/nein,ἐμμένω,verb,th=|,ὁ,article,pi/stei,πίστις,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,dia\,διά,preposition,pollw=n,πολύς,adjective,qli/yewn,θλῖψις,noun,dei=,δέομαι,verb,h(ma=s,ei)selqei=n,εἰσέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,basilei/an,βασιλεία,noun,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xeirotonh/santes,χειροτονέω,verb,de\,δέ,particle,au)toi=s,αὐτός,pronoun,kat',κατά,preposition,e)kklhsi/an,ἐκκλησία,noun,presbute/rous,πρέσβυς,noun,proseuca/menoi,προσεύχομαι,verb,meta\,μετά,preposition,nhsteiw=n,νηστεία,noun,pare/qento,παρατίθημι,verb,au)tou\s,αὐτός,pronoun,tw=|,ὁ,article,kuri/w|,κύριος,adjective,ei)s,εἰς,preposition,o(\n,ὅς,pronoun,pepisteu/keisan,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dielqo/ntes,διέρχομαι,verb,th\n,ὁ,article,*pisidi/an,,,h)=lqan,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*pam,,,fuli/an,φυλία,noun,kai\,καί,conjunction,lalh/santes,λαλέω,verb,e)n,ἐν,preposition,*pe/rgh|,,,to\n,ὁ,article,lo/gon,λόγος,noun,kate/bhsan,καταβαίνω,verb,ei)s,εἰς,preposition,*)attali/an,,,ka)kei=qen,ἐκεῖθεν,adverb,a)pe/pleusan,ἀποπλέω,verb,ei)s,εἰς,preposition,*)antio/xeian,,,o(/qen,ὅθεν,adverb,h)=san,εἰμί,verb,paradedome/noi,παραδίδωμι,verb,th=|,ὁ,article,xa/riti,χάρις,noun,tou=,ὁ,article,qeou=,θεός,noun,ei)s,εἰς,preposition,to\,ὁ,article,e)/rgon,ἔργον,noun,o(\,ὅς,pronoun,e)plh/rwsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*parageno/menoi,παραγίγνομαι,verb,de\,δέ,particle,kai\,καί,conjunction,sunagago/ntes,συνάγω,verb,th\n,ὁ,article,e)kklhsi/an,ἐκκλησία,noun,a)nh/ggellon,ἀναγγέλλω,verb,o(/sa,ὅσος,adjective,e)poi/hsen,ποιέω,verb,o(,ὁ,article,qeo\s,θεός,noun,met',μετά,preposition,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,h)/noicen,ἀνοίγνυμι,verb,toi=s,ὁ,article,e)/qnesin,ἔθνος,adjective,qu/ran,θύρα,noun,pi/stews,πίστις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/tribon,διατρίβω,verb,de\,δέ,particle,xro/non,χρόνος,noun,ou)k,οὐ,adverb,o)li/gon,ὀλίγος,adjective,su\n,σύν,preposition,toi=s,ὁ,article,maqhtai=s,μαθητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*k*a*i,,,*t*i*n*e*s,τις,pronoun,*k*a*t*e*l*q*o*n*t*e*s,,,a)po\,ἀπό,preposition,th=s,ὁ,article,*)ioudai/as,Ἰουδαῖος,proper,e)di/daskon,διδάσκω,verb,tou\s,ὁ,article,a)delfou\s,ἀδελφός,adjective,o(/ti,ὅστις,pronoun,*)ea\n,ἐάν,conjunction,mh\,μή,conjunction,lt*gtitmhqh=te,,,tw=|,ὁ,article,e)/qei,ἔθος,noun,tw=|,ὁ,article,*mwuse/ws,,,ou),οὐ,adverb,du/nasqe,δύναμαι,verb,swqh=nai,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,γίγνομαι,verb,de\,δέ,particle,sta/sews,στάσις,adjective,kai\,καί,conjunction,zhth/sews,ζήτησις,noun,ou)k,οὐ,adverb,o)li/ghs,ὀλίγος,adjective,tw=|,ὁ,article,*pau/lw|,Παῦλος,proper,kai\,καί,conjunction,tw=|,ὁ,article,*barna/ba|,Βαρνάβας,proper,pro\s,πρός,preposition,au)tou\s,αὐτός,pronoun,e)/tacan,ἐτάζω,verb,a)nabai/nein,ἀναβαίνω,verb,*pau=lon,Παῦλος,proper,kai\,καί,conjunction,*barna/ban,Βαρνάβας,proper,kai/,καί,conjunction,tinas,τις,pronoun,a)/llous,ἄλλος,adjective,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,pro\s,πρός,preposition,tou\s,ὁ,article,a)posto/lous,ἀπόστολος,noun,kai\,καί,conjunction,presbute/rous,πρέσβυς,noun,ei)s,εἰς,preposition,*)ierousalh\m,,,peri\,περί,preposition,tou=,ὁ,article,zhth/matos,tou/tou,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ζήτημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,propemfqe/ntes,προπέμπω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,e)kklhsi/as,ἐκκλησία,noun,dih/rxonto,διέρχομαι,verb,th/n,ὁ,article,te,τε,particle,*foini/khn,Φοινίκη,proper,kai\,καί,conjunction,*samari/an,,,e)kdihgou/menoi,ἐκδιηγέομαι,verb,th\n,ὁ,article,e)pistrofh\n,ἐπιστροφή,noun,tw=n,ὁ,article,e)qnw=n,ἔθνος,adjective,kai\,καί,conjunction,e)poi/oun,ποιέω,verb,xara\n,χαρά,noun,mega/lhn,μέγας,adverb,pa=si,πᾶς,adjective,toi=s,ὁ,article,a)delfoi=s,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parageno/menoi,παραγίγνομαι,verb,de\,δέ,particle,ei)s,εἰς,preposition,*)ieroso/luma,,,parede/xqhsan,παραδέχομαι,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,e)kklhsi/as,ἐκκλησία,noun,kai\,καί,conjunction,tw=n,ὁ,article,a)posto/lwn,ἀπόστολος,noun,kai\,καί,conjunction,tw=n,ὁ,article,presbute/rwn,πρέσβυς,noun,a)nh/ggeila/n,ἀναγγέλλω,verb,te,τε,particle,o(/sa,ὅσος,adjective,o(,ὁ,article,qeo\s,θεός,noun,e)poi/hsen,ποιέω,verb,met',μετά,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ecane/sthsan,ἐξανίστημι,verb,de/,δέ,particle,tines,τις,pronoun,tw=n,ὁ,article,a)po\,ἀπό,preposition,th=s,ὁ,article,ai(re/sews,αἵρεσις,noun,tw=n,ὁ,article,*farisai/wn,Φαρισαῖος,proper,pepisteuko/tes,πιστεύω,verb,le/gontes,λέγω,verb,o(/ti,ὅστις,pronoun,dei=,δέομαι,verb,perite/mnein,περιτέμνω,verb,au)tou\s,αὐτός,pronoun,paragge/llein,παραγγέλλω,verb,te,τε,particle,threi=n,τηρέω,verb,to\n,ὁ,article,no/mon,νόμος,noun,*mwuse/ws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sunh/xqhsa/n,συνάγω,verb,te,τε,particle,oi(,ὁ,article,a)po/stoloi,ἀπόστολος,noun,kai\,καί,conjunction,oi(,ὁ,article,presbu/teroi,πρέσβυς,noun,i)dei=n,εἶδον,verb,peri\,περί,preposition,tou=,ὁ,article,lo/gou,λόγος,noun,tou/tou,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pollh=s,πολύς,adjective,de\,δέ,particle,zhth/sews,ζήτησις,noun,genome/nhs,γίγνομαι,verb,a)nasta\s,ἀνίστημι,verb,*pe/tros,Πέτρος,proper,ei)=pen,εἶπον,verb,pro\s,πρός,preposition,au)tou/s,αὐτός,pronoun,*)/andres,ἀνήρ,noun,a)delfoi/,ἀδελφός,adjective,u(mei=s,σύ,pronoun,e)pi/stasqe,ἐφίστημι,verb,o(/ti,ὅστις,pronoun,a)f',ἀπό,preposition,h(merw=n,ἡμέρα,noun,a)rxai/wn,ἀρχαῖος,adjective,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,e)cele/cato,ἐκλέγω,verb,o(,ὁ,article,qeo\s,θεός,noun,dia\,διά,preposition,tou=,ὁ,article,sto/mato/s,στόμα,noun,mou,ἐγώ,pronoun,a)kou=sai,ἀκέω,verb,ta\,ὁ,article,e)/qnh,ἔθνος,adjective,to\n,ὁ,article,lo/gon,λόγος,noun,tou=,ὁ,article,eu)aggeli/ou,εὐαγγέλιον,noun,kai\,pisteu=sai,πιστεύω,verb,kai\,καί,conjunction,o(,ὁ,article,kardiognw/sths,καρδιογνώστης,noun,qeo\s,θεός,noun,e)martu/rhsen,μαρτυρέω,verb,au)toi=s,dou\s,δίδωμι,verb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,to\,ὁ,article,a(/gion,ἅγιος,adjective,καί,conjunction,αὐτός,pronoun,kaqw\s,καθώς,adverb,kai\,καί,conjunction,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,ou)qe\n,οὐδείς,pronoun,die/krinen,διακρίνω,verb,metacu\,μεταξύ,adverb,h(mw=n,ἐγώ,pronoun,te,τε,particle,kai\,καί,conjunction,au)tw=n,αὐτός,pronoun,th=|,ὁ,article,pi/stei,πίστις,noun,kaqari/sas,καθαρίζω,verb,ta\s,ὁ,article,kardi/as,καρδία,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)=n,οὖν,particle,ti/,τίς,pronoun,peira/zete,πειράζω,verb,to\n,ὁ,article,qeo/n,θεός,noun,e)piqei=nai,ἐπιτίθημι,verb,zugo\n,ζυγόν,noun,e)pi\,ἐπί,preposition,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,o(\n,ὅς,pronoun,ou)/te,οὔτε,adverb,oi(,ὁ,article,pate/res,πατήρ,noun,h(mw=n,ἐγώ,pronoun,ou)/te,οὔτε,adverb,h(mei=s,ἐγώ,pronoun,i)sxu/samen,ἰσχύω,verb,basta/sai,βαστάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,dia\,διά,preposition,th=s,ὁ,article,xa/ritos,χάρις,noun,tou=,ὁ,article,kuri/ou,κύριος,adjective,*)ihsou=,Ἰησοῦς,proper,pisteu/omen,πιστεύω,verb,swqh=nai,σώζω,verb,kaq',κατά,preposition,o(\n,ὅς,pronoun,tro/pon,τρόπος,noun,ka)kei=noi,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)esi/ghsen,σιγάω,verb,de\,δέ,particle,pa=n,πᾶς,adjective,to\,ὁ,article,plh=qos,πλῆθος,noun,kai\,καί,conjunction,h)/kouon,ἀκούω,verb,*barna/ba,Βαρνάβας,proper,kai\,καί,conjunction,*pau/lou,Παῦλος,proper,e)chgoume/nwn,ἐξηγέομαι,verb,o(/sa,ὅσος,adjective,e)poi/hsen,ποιέω,verb,o(,ὁ,article,qeo\s,θεός,noun,shmei=a,σημεῖον,noun,kai\,καί,conjunction,te/rata,τέρας,noun,e)n,ἐν,preposition,toi=s,ὁ,article,e)/qnesin,ἔθνος,adjective,di',διά,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*meta\,μετά,preposition,de\,δέ,particle,to\,ὁ,article,sigh=sai,σιγάω,verb,au)tou\s,αὐτός,pronoun,a)pekri/qh,ἀποκρίνω,verb,*)ia/kwbos,Ἰάκωβος,proper,le/gwn,λέγω,verb,*)/andres,ἀνήρ,noun,a)delfoi/,ἀδελφός,adjective,a)kou/sate/,ἀκούω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sumew\n,,,e)chgh/sato,ἐξηγέομαι,verb,kaqw\s,καθώς,adverb,prw=ton,πρότερος,adjective,o(,ὁ,article,qeo\s,θεός,noun,e)peske/yato,ἐπισκέπτομαι,verb,labei=n,λαμβάνω,verb,e)c,ἐκ,preposition,e)qnw=n,ἔθνος,adjective,lao\n,λαός,noun,tw=|,ὁ,article,o)no/mati,ὄνομα,adjective,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
