word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
a)ll',ἀλλά,adverb,e)n,ἐν,preposition,toi=sin,ὁ,article,a)/lloisi,ἄλλος,adjective,noush/masi,,,toi=si,ὁ,article,qanatwdesta/toisin,θανατώδης,adjective,oi(,ὁ,article,ptarmoi\,πταρμός,noun,lusitele/ousin,λυσιτελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(/mati,αἷμα,noun,de\,δέ,particle,cummemigme/non,συμμίγνυμι,verb,mh\,μή,conjunction,pollw=|,πολύς,adjective,ptu/elon,πτύελον,noun,canqo\n,ξανθός,adjective,e)n,ἐν,preposition,toi=si,ὁ,article,peripleumonikoi=sin,περιπλευμονικός,adjective,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,me\n,μέν,particle,th=s,ὁ,article,nou/,,,ou,,,ptuo/menon,πτύω,verb,periestiko\n,περιεστικός,adjective,kai\,καί,conjunction,ka/rta,κάρτα,adverb,w)felee/i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(bdomai/w|,ἑβδομαῖον,noun,de\,δέ,particle,e)o/nti,εἰμί,verb,kai\,καί,conjunction,palaiote/rw|,παλαιός,adjective,h(=sson,ἥσσων,adverb,a)sfale/s,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,de\,δέ,particle,ptu/ela,πτύελον,noun,ponhra/,πονηρός,adjective,e)stin,εἰμί,verb,o(ko/sa,ὁπόσος,adjective,a)\n,ἄν,particle,th\n,ὁ,article,o)du/nhn,ὀδύνη,noun,mh\,μή,conjunction,pau/h|,παύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka/kista,κακός,adjective,de\,δέ,particle,ta\,ὁ,article,me/lana,μέλας,adjective,w(s,ὡς,conjunction,diage/graptai,διαγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,pau/onta,παύω,verb,o)du/nhn,ὀδύνη,noun,pa/ntwn,πᾶς,adjective,a)mei/nw,ἀμείνων,adjective,a)naptuo/mena,ἀναπτύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,de\,δέ,particle,tw=n,ὁ,article,a)lghma/twn,ἄλγημα,noun,e)k,ἐκ,preposition,toute/wn,οὗτος,pronoun,tw=n,ὁ,article,xwri/wn,χωρίον,noun,mh\,μή,conjunction,pau/htai,παύω,verb,mh/te,μήτε,particle,pro\s,πρός,preposition,ta\s,ὁ,article,tw=n,ὁ,article,ptue/lwn,πτύελον,noun,kaqa/rsias,κάθαρσις,noun,mh/te,μήτε,particle,pro\s,πρός,preposition,th\n,ὁ,article,th=s,ὁ,article,koili/hs,κοιλία,noun,e)kko/prwsin,ἐκκόπρωσις,noun,mh/te,μήτε,particle,pro\s,πρός,preposition,ta\s,ὁ,article,flebotomi/as,φλεβοτομία,noun,te,τε,particle,kai\,καί,conjunction,farmakei/as,φαρμάκεια,noun,kai\,καί,conjunction,diai/tas,διαιτάω,verb,ei)de/nai,οἶδα,verb,dei=,δέομαι,verb,e)kpuh/sonta,ἐκπυέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,e)kpuhma/twn,ἐκπύημα,noun,o(ko/sa,ὁπόσος,adjective,me\n,μέν,particle,e)/ti,ἔτι,adverb,xolw/deos,χολώδης,adjective,e)o/ntos,εἰμί,verb,tou=,ὁ,article,ptue/lou,πτύελον,noun,e)kpui/+sketai,,,o)le/qria,ὀλέθριος,adjective,ka/rta,κάρτα,adverb,h)/n,ἐάν,conjunction,te,τε,particle,e)n,ἐν,preposition,me/rei,μέρος,noun,to\,ὁ,article,xolw=des,χολώδης,adjective,tw=|,ὁ,article,pu/w|,πύον,adjective,a)naptu/oito,ἀναπτύω,verb,h)/n,ἐάν,conjunction,te,τε,particle,o(mou=,ὁμοῦ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,de\,δέ,particle,h)\n,ἐάν,conjunction,a)/rchtai,ἄρχω,verb,xwre/ein,χωρέω,verb,to\,ὁ,article,e)mpu/hma,ἐμπύημα,noun,a)po\,ἀπό,preposition,toute/ou,,,tou=,ὁ,article,ptue/lou,πτύελον,noun,e(bdomai/ou,ἑβδομαῖον,noun,e)o/ntos,εἰμί,verb,tou=,ὁ,article,noush/matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lpi\s,ἐλπίς,noun,de\,δέ,particle,to\n,ὁ,article,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,ptu/onta,πτύω,verb,a)poqanei=sqai,ἀποθνήσκω,verb,tessareskaidekatai=on,,,h)\n,ἐάν,conjunction,mh/,μή,conjunction,ti,τις,pronoun,au)te/w|,,,e)pige/nhtai,ἐπιγίγνομαι,verb,a)gaqo/n,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,a)gaqa\,ἀγαθός,adjective,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)pete/ws,εὐπετής,adverb,fe/rein,φέρω,verb,to\,ὁ,article,nou/shma,,,eu)/pnoon,εὔπνοος,adjective,ei)=nai,εἰμί,verb,th=s,ὁ,article,o)du/nhs,ὀδύνη,noun,a)phlla/xqai,ἀπαλλάσσω,verb,to/,ὁ,article,te,τε,particle,ptu/elon,πτύελον,noun,*rhi+di/ws,,,a)nabh/ssein,ἀναβήσσω,verb,to/,ὁ,article,te,τε,particle,sw=ma,σῶμα,adjective,o(malw=s,ὁμαλός,adjective,fai/nesqai,φαίνω,verb,qermo/n,θερμός,adjective,te,τε,particle,ei)=nai,εἰμί,verb,kai\,καί,conjunction,malqako\n,μαλθακός,adjective,kai\,καί,conjunction,di/yan,δίψα,noun,mh\,μή,conjunction,e)/xein,ἔχω,verb,ou)=ra/,οὖρον,noun,te,τε,particle,kai\,καί,conjunction,diaxwrh/mata,διαχώρημα,noun,kai\,καί,conjunction,u(/pnous,ὑπνόω,verb,kai\,καί,conjunction,i(drw=tas,ἱδρώς,noun,w(s,ὡς,conjunction,diage/graptai,διαγράφω,verb,e(/kasta,ἕκαστος,adjective,ei)=nai,εἰμί,verb,a)gaqa\,ἀγαθός,adjective,e)pigi/gnesqai,,,,ἐπιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,ga\r,γάρ,particle,a(pa/ntwn,ἅπας,adjective,toute/wn,οὗτος,pronoun,e)pigignome/nwn,ἐπιγίγνομαι,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,a)poqa/noi,ἀποθνήσκω,verb,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,ta\,ὁ,article,me/n,μέν,particle,toi,σύ,pronoun,au)te/wn,αὐτός,pronoun,e)pigi/gnoito,ἐπιγίγνομαι,verb,ta\,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,ou),οὐ,adverb,plei/ona,πλείων,verb,xro/non,χρόνος,noun,zh/sas,ζάω,verb,h)\,ἠέ,conjunction,tessareskai/deka,τεσσαρεσκαίδεκα,noun,h(me/ras,ἡμέρα,noun,a)po/loit',ἀπόλλυμι,verb,a)\n,ἄν,particle,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaka\,κακός,adjective,de\,δέ,particle,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,toute/wn,οὗτος,pronoun,h)/goun,ἤγουν,conjunction,duspete/ws,δυσπετής,adverb,fe/rein,φέρω,verb,th\n,ὁ,article,nou=son,νόσος,noun,pneu=ma,πνεῦμα,noun,me/ga,μέγας,adverb,kai\,καί,conjunction,pukno\n,πυκνός,adjective,ei)=nai,εἰμί,verb,th\n,ὁ,article,o)du/nhn,ὀδύνη,noun,mh\,μή,conjunction,pau/esqai,παύω,verb,to\,ὁ,article,ptu/elon,πτύελον,noun,mo/lis,μόλις,adverb,a)nabh/ssein,ἀναβήσσω,verb,diyh=|n,,,ka/rta,κάρτα,adverb,to/,ὁ,article,te,τε,particle,sw=ma,σῶμα,adjective,u(po\,ὑπό,preposition,puro\s,πῦρ,noun,a)nwma/lws,ἀνώμαλος,adjective,e)/xesqai,ἔχω,verb,kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,koili/hn,κοιλία,noun,kai\,καί,conjunction,ta\s,ὁ,article,pleura\s,πλευρά,noun,qerma\s,θερμός,adjective,ei)=nai,εἰμί,verb,i)sxurw=s,to\,ὁ,article,ἰσχυρός,adjective,de\,δέ,particle,me/twpon,μέτωπον,noun,kai\,καί,conjunction,ta\s,ὁ,article,xei=ras,χείρ,noun,kai\,καί,conjunction,tou\s,ὁ,article,po/das,πούς,noun,yuxrou\s,ψυχρός,adjective,ou)=ra,οὖρον,noun,de\,δέ,particle,kai\,καί,conjunction,diaxwrh/mata,διαχώρημα,noun,kai\,καί,conjunction,u(/pnous,ὑπνόω,verb,kai\,καί,conjunction,i(drw=tas,ἱδρώς,noun,w(s,ὡς,conjunction,diage/graptai,διαγράφω,verb,e(/kasta,ἕκαστος,adjective,ei)=nai,εἰμί,verb,kaka\,κακός,adjective,e)pigi/gnesqai,ἐπιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,ei),εἰ,conjunction,e)pige/noito/,ἐπιγίγνομαι,verb,ti,τις,pronoun,tw=|,ὁ,article,ptue/lw|,πτύελον,noun,toute/w|,,,a)po/loito,ἀπόλλυμι,verb,a)\n,ἄν,particle,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,pri\n,πρίν,adverb,h)\,ἠέ,conjunction,e)s,εἰς,preposition,ta\s,ὁ,article,tessareskai/deka,τεσσαρεσκαίδεκα,noun,h(me/ras,ἡμέρα,noun,a)fike/sqai,ἀφικνέομαι,verb,h)\,ἠέ,conjunction,e)natai=os,ἐναταῖος,adjective,h)\,ἠέ,conjunction,e(ndekatai=os,ἑνδεκαταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ou)=n,οὖν,particle,cumba/llesqai,συμβάλλω,verb,xrh\,χρή,verb,w(s,ὡς,conjunction,tou=,ὁ,article,ptue/lou,πτύελον,noun,toute/ou,,,qanatw/deos,θανατώδης,adjective,e)o/ntos,εἰμί,verb,ma/la,μάλα,adverb,kai\,καί,conjunction,ou),οὐ,adverb,fqa/nontos,φθάνω,verb,e)s,εἰς,preposition,ta\s,ὁ,article,tessareskai/deka,τεσσαρεσκαίδεκα,noun,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)pigeno/mena,ἐπιγίγνομαι,verb,kaka/,κακός,adjective,te,τε,particle,kai\,καί,conjunction,a)gaqa\,ἀγαθός,adjective,cullogizo/menon,συλλογίζομαι,verb,e)k,ἐκ,preposition,toute/wn,οὗτος,pronoun,xrh\,χρή,verb,ta\s,ὁ,article,pror)*rh/sias,,,prole/gein,προλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,a)/n,ἄν,particle,tis,τις,pronoun,a)lhqeu/oi,ἀληθεύω,verb,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,a)/llai,ἄλλος,adjective,e)kpuh/sies,ἐκπύησις,noun,*rh/gnuntai,,,ai(,ὁ,article,plei=stai,πλεῖστος,adjective,ai(,ὁ,article,me\n,μέν,particle,ei)kostai=ai,εἰκοσταῖος,adjective,ai(,ὁ,article,de\,δέ,particle,trihkostai=ai,,,ai(,ὁ,article,de\,δέ,particle,tessarakonqh/meroi,τεσσαρακονθήμερος,adjective,ai(,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,ta\s,ὁ,article,e(ch/konta,ἑξήκοντα,adjective,h(me/ras,ἡμέρα,noun,a)fikne/ontai,ἀφικνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piske/ptesqai,ἐπισκέπτομαι,verb,de\,δέ,particle,xrh\,χρή,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,tou=,ὁ,article,e)mpuh/matos,ἐμπύημα,noun,e)/sesqai,εἰμί,verb,logizo/menon,λογίζομαι,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,h(me/rhs,ἡμέρα,noun,h(=s,ὅς,pronoun,to\,ὁ,article,prw=ton,πρότερος,adjective,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,e)pu/recen,πυρέσσω,verb,h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,pote,ποτέ,particle,au)to\n,αὐτός,pronoun,*ri=gos,,,e)/labe,λαμβάνω,verb,kai\,καί,conjunction,ei),εἰ,conjunction,fai/h,φημί,verb,a)nti\,ἀντί,preposition,th=s,ὁ,article,o)du/nhs,ὀδύνη,noun,au)te/w|,,,ba/ros,βάρος,noun,gegenh=sqai,γίγνομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,to/pw|,τόπος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,h)/lgeen,ἀλγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,e)n,ἐν,preposition,a)rxh=si,,,gi/gnetai,γίγνομαι,verb,tw=n,ὁ,article,e)mpuhma/twn,ἐμπύημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,ou)=n,οὖν,particle,toute/wn,οὗτος,pronoun,tw=n,ὁ,article,xro/nwn,χρόνος,noun,th\n,ὁ,article,*rh=cin,,,xrh\,χρή,verb,prosde/xesqai,προσδέχομαι,verb,tw=n,ὁ,article,e)mpuhma/twn,ἐμπύημα,noun,e)/sesqai,εἰμί,verb,e)s,εἰς,preposition,tou\s,ὁ,article,xro/nous,χρόνος,noun,tou\s,ὁ,article,proeirhme/nous,προερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,ei)/h,ἀίω,verb,to\,ὁ,article,e)mpu/hma,ἐμπύημα,noun,e)pi\,ἐπί,preposition,qa/tera,ἕτερος,adjective,mou=non,μόνος,adjective,strefein,,,te,τε,particle,kai\,καί,conjunction,katamanqa/nein,καταμανθάνω,verb,xrh\,χρή,verb,e)pi\,ἐπί,preposition,toute/oisi,,,mh/,μή,conjunction,ti,τις,pronoun,e)/xh|,ἔχω,verb,a)/lghma,ἄλγημα,noun,e)n,ἐν,preposition,tw=|,ὁ,article,e(te/rw|,ἕτερος,adjective,pleurw=|,πλευρόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,qermo/teron,θερμός,adjective,h)=|,εἰμί,verb,to\,ὁ,article,e(/teron,ἕτερος,adjective,tou=,ὁ,article,e(te/rou,ἕτερος,adjective,kataklinome/nou,κατακλίνω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,u(giai=non,ὑγιαίνω,verb,pleuro\n,πλευρόν,noun,e)rwta=|n,ἐρωτάω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,au)te/w|,,,doke/ei,δοκέω,verb,baru\,βαρύς,adjective,a)pokre/masqai,ἀποκρεμάννυμι,verb,e)k,ἐκ,preposition,tou=,ὁ,article,a)/nwqen,ἄνωθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
