word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/80/lemma/@_entry,word/80/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS
a)nagnwsqe/ntos,ἀναγιγνώσκω,verb,de\,δέ,particle,tou=,ὁ,article,yhfi/smatos,ψήφισμα,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,oi)=mai,οἴομαι,verb,pa/ntas,πᾶς,adjective,u(ma=s,σύ,pronoun,mnhmoneu/ein,μνημονεύω,verb,a)nasta\s,ἀνίστημι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,proe/drwn,πρόεδρος,noun,*dhmosqe/nhs,Δημοσθένης,proper,ou)k,οὐ,adverb,e)/fh,φημί,verb,to\,ὁ,article,yh/fisma,ψήφισμα,noun,e)piyhfiei=n,ἐπιψηφίζω,verb,ou)de\,οὐδέ,particle,lu/sein,λύω,verb,th\n,ὁ,article,pro\s,*fi/lippon,Φίλιππος,proper,ei)rh/nhn,εἰρήνη,noun,ou)de\,οὐδέ,particle,gignw/skein,γιγνώσκω,verb,tw=n,ὁ,article,summa/xwn,σύμμαχος,adjective,tou\s,ὁ,article,w(/sper,ὥσπερ,adverb,sunefaptome/nous,συνεφάπτομαι,verb,toi=s,ὁ,article,spe/ndousi,σπένδω,verb,tw=n,ὁ,article,i(erw=n,ἱερά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)podoqh=nai,ἀποδίδωμι,verb,ga\r,γάρ,particle,peri\,περί,preposition,tou/twn,οὗτος,pronoun,e(te/ran,ἕτερος,adjective,e)kklhsi/an,ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bow/ntwn,βάζω,verb,de\,δέ,particle,u(mw=n,σύ,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,proe/drous,πρόεδρος,noun,e)pi\,ἐπί,preposition,to\,ὁ,article,bh=ma,βῆμα,noun,kalou/ntwn,καλέω,verb,ou(/tws,οὕτως,adverb,a)/kontos,ἀέκων,adjective,au)tou=,αὐτός,pronoun,to\,ὁ,article,yh/fisma,ψήφισμα,noun,e)peyhfi/sqh,ἐπιψηφίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,ka/lei,καλέω,verb,moi,ἐγώ,pronoun,to\n,ὁ,article,gra/yanta,γράφω,verb,to\,ὁ,article,yh/fisma,ψήφισμα,noun,*)aleci/maxon,Ἀλεξίμαχος,proper,kai\,καί,conjunction,tou\s,ὁ,article,sumproe/drous,συμπρόσειμι,verb,tou\s,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,kai\,καί,conjunction,th\n,ὁ,article,marturi/an,μαρτυρία,noun,a)na/gnwqi,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,e)pidakru/sas,ἐπιδακρύω,verb,a)rti/ws,ἄρτιος,adjective,e)ntauqoi=,ἐνταυθοῖ,adverb,*dhmosqe/nhs,Δημοσθένης,proper,mnhsqei\s,μιμνήσκω,verb,*kersoble/ptou,Κερσοβλέπτης,proper,fai/netai,φαίνω,verb,th=s,ὁ,article,summaxi/as,συμμαχία,noun,e)kklh/|wn,ἐκκλείω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,h(,ὁ,article,parou=sa,πάρειμι,verb,e)kklhsi/a,ἐκκλησία,noun,dielu/qh,διαλύω,verb,e)cw/rkizon,ἐξορκίζω,verb,tou\s,ὁ,article,summa/xous,σύμμαχος,adjective,oi(,ἕ,pronoun,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,pre/sbeis,πρέσβις,noun,e)n,ἐν,preposition,tw=|,ὁ,article,strathgi/w|,στρατήγιον,noun,tw=|,ὁ,article,u(mete/rw|,ὑμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teto/lmhke,τολμάω,verb,de\,δέ,particle,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,ei)pei=n,εἶπον,verb,o(,ὁ,article,kath/goros,κατήγορος,noun,w(s,ὡς,conjunction,a)po\,ἀπό,preposition,tw=n,ὁ,article,i(erw=n,ἱερά,noun,e)gw\,ἐγώ,pronoun,*krito/boulon,Κριτόβουλος,proper,a)ph/lasa,ἀπελαύνω,verb,to\n,ὁ,article,presbeuth\n,πρεσβευτής,noun,to\n,ὁ,article,para\,παρά,preposition,*kersoble/ptou,Κερσοβλέπτης,proper,paro/ntwn,πάρειμι,verb,me\n,μέν,particle,tw=n,ὁ,article,summa/xwn,σύμμαχος,adjective,e)yhfisme/nou,de\,δέ,particle,tou=,ὁ,article,dh/mou,δῆμος,noun,parakaqhme/nwn,παρακάθημαι,verb,de\,δέ,particle,tw=n,ὁ,article,strathgw=n,στρατηγός,noun,po/qen,πόθεν,adverb,tosau/thn,τοσοῦτος,adjective,r(w/mhn,ῥώμη,noun,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pw=s,πῶς,adverb,a)\n,ἄν,particle,to\,ὁ,article,pra=gma,πρᾶγμα,noun,e)sigh/qh,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,a)/ra,ἄρα,particle,e)gw\,ἐγώ,pronoun,e)to/lmwn,τολμάω,verb,tou=to,οὗτος,pronoun,poiei=n,ποιέω,verb,e)pe/treyas,ἐπιτρέπω,verb,a)/n,ἄν,particle,w)=,ὦ,interjection,*dhmo/sqenes,Δημοσθένης,proper,kai\,καί,conjunction,ou)k,οὐ,adverb,e)ne/plhsas,ἐμπίπλημι,verb,boh=s,βοείη,noun,kai\,καί,conjunction,kraugh=s,κραυγή,noun,th\n,ὁ,article,a)gora/n,ἀγορά,noun,o(rw=n,ὁράω,verb,me,ἐγώ,pronoun,w(s,ὡς,conjunction,e)/fhsq',ἔφημαι,verb,a)rti/ws,w)qou=nta,ὠθέω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,i(erw=n,ἱερά,noun,to\n,ὁ,article,presbeuth/n,πρεσβευτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄρτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalei/tw,καλέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,tou\s,ὁ,article,strathgou\s,στρατηγός,noun,o(,ὁ,article,kh=ruc,κῆρυξ,noun,kai\,καί,conjunction,tou\s,ὁ,article,sune/drous,σύνεδρος,adjective,tw=n,ὁ,article,summa/xwn,σύμμαχος,adjective,kai\,καί,conjunction,ta\s,ὁ,article,marturi/as,μαρτυρία,noun,au)tw=n,αὐτός,pronoun,a)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,ou)=n,οὖν,particle,deino/n,δεινός,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,ei)/,εἰ,conjunction,tis,τις,pronoun,kat',κατά,preposition,a)ndro\s,ἀνήρ,noun,poli/tou,πολίτης,noun,ou)x,οὐ,adverb,e(autou=,ἑαυτοῦ,pronoun,a)ll',ἀλλά,adverb,u(mete/rou,ὑμέτερος,adjective,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,prodiorqou=mai,,,tolma=|,τολμάω,verb,thlikau=ta,τηλικοῦτος,adjective,katayeu/desqai,καταψεύδομαι,verb,kinduneu/ontos,κινδυνεύω,verb,u(pe\r,ὑπέρ,preposition,tou=,sw/matos,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pw=s,πῶς,adverb,ou)k,οὐ,adverb,ei)ko/tws,ἐοικότως,adverb,oi(,ὁ,article,pate/res,πατήρ,noun,h(mw=n,ἐγώ,pronoun,e)n,ἐν,preposition,tai=s,ὁ,article,fonikai=s,φονικός,adjective,di/kais,δίκη,adjective,tai=s,ὁ,article,e)pi\,ἐπί,preposition,*palladi/w|,Παλλάδιον,proper,kate/deican,καταδείκνυμι,verb,te/mnonta,τέμνω,verb,ta\,ὁ,article,to/mia,τόμιον,noun,to\n,ὁ,article,nikw=nta,νικάω,verb,th=|,ὁ,article,yh/fw|,ψῆφος,noun,e)corki/zesqai,ἐξορκίζω,verb,kai\,tou=to,οὗτος,pronoun,u(mi=n,σύ,pronoun,pa/trio/n,πάτριος,adjective,e)stin,εἰμί,verb,e)/ti,ἔτι,adverb,kai\,καί,conjunction,nu=n,νῦν,adverb,ta)lhqh=,ἀληθής,adjective,kai\,καί,conjunction,ta\,ὁ,article,di/kaia,δίκαιος,adjective,e)yhfi/sqai,ψηφίζομαι,verb,tw=n,ὁ,article,dikastw=n,δικαστής,noun,o(/soi,ὅσος,adjective,th\n,ὁ,article,yh=fon,ψῆφος,noun,h)/negkan,φέρω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,yeu=dos,ψεῦδος,noun,mhde\n,μηδείς,pronoun,ei)rhke/nai,ἐρῶ,verb,ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,e)cw/lh,ἐξώλης,adjective,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,e)para=sqai,ἐπαράομαι,verb,καί,conjunction,kai\,καί,conjunction,th\n,ὁ,article,oi)ki/an,οἰκία,noun,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,toi=s,ὁ,article,de\,δέ,particle,dikastai=s,δικαστής,noun,eu)/xesqai,εὔχομαι,verb,polla\,πολύς,adjective,kai\,καί,conjunction,a)gaqa\,ἀγαθός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ma/la,μάλα,adverb,o)rqw=s,ὀρθός,adjective,kai\,καί,conjunction,politikw=s,πολιτικός,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
