word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,to/nde,ὅδε,pronoun,to\n,ὁ,article,a)gw=na,ἀγών,noun,e)no/misen,νομίζω,verb,a)sfale/steron,ἀσφαλής,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,biasa/mena,βιάω,verb,tau=ta/,οὗτος,pronoun,e)stin,εἰμί,verb,a)sebh=sai,ἀσεβέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/rtures,μάρτυς,noun,d',δέ,particle,ei),εἰ,conjunction,me\n,μέν,particle,polloi\,πολύς,adjective,parege/nonto,παραγίγνομαι,verb,pollou\s,πολύς,adjective,a)\n,ἄν,particle,paresxo/meqa,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(no\s,εἷς,adjective,de\,δέ,particle,tou=,ὁ,article,a)kolou/qou,ἀκόλουθος,adjective,paragenome/nou,παραγίγνομαι,verb,oi(\,ἕ,pronoun,tou/tou,οὗτος,pronoun,h)/kouon,ἀκούω,verb,marturh/sousin,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/mpnous,ἔμπνους,adjective,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,a)rqei/s,ἀραρίσκω,verb,a)nakrino/menos,ἀνακρίνω,verb,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,tou=ton,οὗτος,pronoun,mo/non,μόνος,adjective,e)/fh,φημί,verb,gnw=nai,γιγνώσκω,verb,tw=n,ὁ,article,paio/ntwn,παίω,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)celegxo/menos,ἐξελέγχω,verb,d',δέ,particle,u(po/,ὑπό,preposition,te,τε,particle,tw=n,ὁ,article,ei)ko/twn,ἔοικα,verb,u(po/,ὑπό,preposition,te,τε,particle,tw=n,ὁ,article,paragenome/nwn,παραγίγνομαι,verb,ou)deni\,οὐδείς,pronoun,tro/pw|,τρόπος,noun,ou)/te,οὔτε,adverb,dikai/ws,δίκαιος,adjective,ou)/te,οὔτε,adverb,sumfero/ntws,συμφερόντως,adverb,a)polu/oit',ἀπολύω,verb,a)\n,ἄν,particle,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,te,τε,particle,ga\r,γάρ,particle,e)pibouleu/ontes,ἐπιβουλεύω,verb,a)nece/legktoi,ἀνεξέλεγκτος,adjective,a)\n,ἄν,particle,ei)=en,εἰμί,verb,ei),εἰ,conjunction,mh/q',μήτε,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,paragenome/nwn,παραγίγνομαι,verb,mh/q',μήτε,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,ei)ko/twn,ἔοικα,verb,e)cele/gxontai,ἐξελέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)su/mforo/n,ἀσύμφορος,adjective,q',τε,particle,u(mi=n,σύ,pronoun,e)sti\,εἰμί,verb,to/nde,ὅδε,pronoun,miaro\n,μιαρός,adjective,kai\,καί,conjunction,a)/nagnon,ἄναγνος,adjective,o)/nta,εἰμί,verb,ei)/s,εἰς,preposition,lttegt,,,ta\,ὁ,article,teme/nh,τέμενος,noun,tw=n,ὁ,article,qew=n,θέα,noun,ei)sio/nta,εἴσειμι,verb,miai/nein,μιαίνω,verb,th\n,ὁ,article,a(gnei/an,ἁγνεία,noun,au)tw=n,αὐτός,pronoun,e)pi/,ἐπί,preposition,te,τε,particle,ta\s,ὁ,article,au)ta\s,αὐτός,pronoun,trape/zas,τράπεζα,noun,i)o/nta,εἶμι,verb,sugkatapimpla/nai,συγκαταπίμπλημι,verb,tou\s,ὁ,article,a)naiti/ous,ἀναίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,ga\r,γάρ,particle,tou/twn,οὗτος,pronoun,ai(/,ὅς,pronoun,t',τε,particle,a)fori/ai,ἀφορία,noun,gi/gnontai,γίγνομαι,verb,dustuxei=s,δυστυχέω,verb,q',τε,particle,ai(,ὁ,article,pra/ceis,πρᾶξις,adjective,kaqi/stantai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)kei/an,οἰκεῖος,adjective,ou)=n,οὖν,particle,xrh\,χρή,verb,th\n,ὁ,article,timwri/an,τιμωρία,noun,h(ghsame/nous,ἡγέομαι,verb,au)tw=|,αὐτός,pronoun,tou/tw|,οὗτος,pronoun,ta\,ὁ,article,tou/tou,οὗτος,pronoun,a)sebh/mata,ἀσέβημα,noun,a)naqe/ntas,ἀνατίθημι,verb,i)di/an,ἴδιος,adjective,me\n,μέν,particle,th\n,ὁ,article,sumfora/n,συμφορά,noun,kaqara\n,καθαρός,adjective,de\,δέ,particle,th\n,ὁ,article,po/lin,πόλις,adjective,katasth=sai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,moi,ἐγώ,pronoun,dokw=,δοκάζω,verb,a(marta/nein,ἁμαρτάνω,verb,a)tuxe/staton,ἀτυχής,adverb,e)mauto\n,ἐμαυτοῦ,pronoun,h(gou/menos,ἡγέομαι,verb,ei)=nai,εἰμί,verb,tw=n,ὁ,article,pa/ntwn,πᾶς,adjective,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)/llwn,ἄλλος,adjective,oi(,ἕ,pronoun,dustuxou=ntes,δυστυχέω,verb,o(po/tan,ὁπόταν,adverb,me\n,μέν,particle,u(po\,ὑπό,preposition,xeimw=nos,χειμών,noun,ponw=sin,πονέω,verb,eu)di/as,εὐδία,noun,genome/nhs,γίγνομαι,verb,pau/ontai,παύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,nosh/swsin,νοσέω,verb,u(giei=s,ὑγιής,adverb,geno/menoi,γίγνομαι,verb,sw/|zontai,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de/,δέ,particle,tis,τις,pronoun,a)/llh,ἄλλος,adjective,sumfora\,συμφορά,noun,katalamba/nh|,καταλαμβάνω,verb,au)tou/s,αὐτός,pronoun,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,e)pigigno/mena,ἐπιγίγνομαι,verb,o)ni/nhsin,ὀνίνημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,zw=n,ζάω,verb,te,τε,particle,a(/nqrwpos,ἄνθρωπος,noun,a)natropeu\s,ἀνατροπεύς,noun,tou=,ὁ,article,oi)/kou,οἶκος,noun,e)ge/neto,γίγνομαι,verb,a)poqanw/n,ἀποθνήσκω,verb,te,τε,particle,ka)\n,κἀν,conjunction,a)pofu/gw,ἀποφεύγω,verb,i(kana\s,ἱκανός,adjective,lu/pas,λύπη,noun,kai\,καί,conjunction,fronti/das,φροντίς,noun,prosbe/blhken,προσδαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,barudaimoni/as,βαρυδαιμονία,noun,h(/kw,ἥκω,verb,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)rkou=n,ἀρκέω,verb,moi/,ἐγώ,pronoun,e)stin,εἰμί,verb,e)mauto\n,ἐμαυτοῦ,pronoun,o(/sion,ὅσιος,adjective,kai\,καί,conjunction,di/kaion,δίκαιος,adjective,pare/xonta,παρέχω,verb,mh\,μή,conjunction,diafqarh=nai,διαφθείρω,verb,a)lla\,ἀλλά,adverb,ka)\n,κἀν,conjunction,mh\,μή,conjunction,to\n,ὁ,article,a)poktei/nanta,ἀποκτείνω,verb,eu(rw\n,εὑρίσκω,verb,e)cele/gcw,ἐξελέγχω,verb,o(\n,ὅς,pronoun,oi(,ἕ,pronoun,timwrou=ntes,τιμωρέω,verb,au)tw=|,αὐτός,pronoun,a)du/natoi,ἀδύνατος,adjective,eu(rei=n,εὑρίσκω,verb,ei)sin,εἰμί,verb,au)to\s,αὐτός,pronoun,katadoxqei\s,καταδοκέω,verb,foneu\s,φονεύς,noun,ei)=nai,εἰμί,verb,a)nosi/ws,ἀνόσιος,adjective,a(lw/somai,ἁλίσκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)me\,ἐγώ,pronoun,w(s,ὡς,conjunction,deino\n,δεινός,adjective,me\n,μέν,particle,pagxa/lepo/n,παγχάλεπος,adjective,fasin,φημί,verb,e)le/gxesqai,ἐλέγχω,verb,ei)=nai,εἰμί,verb,w(s,ὡς,conjunction,d',δέ,particle,h)li/qion,ἠλίθιος,adjective,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,w(=n,ὅς,pronoun,e)/praca,πράσσω,verb,fanero\n,φανερός,adjective,ei)=nai,εἰμί,verb,e)rgasa/menon,ἐργάζομαι,verb,to\,ὁ,article,e)/rgon,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,nu=n,νῦν,adverb,dia\,διά,preposition,th=s,ὁ,article,e)/xqras,ἔχθρα,noun,to\,ὁ,article,me/geqos,μέγεθος,adjective,ei)ko/tws,ἐοικότως,adverb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,katadokou=mai,καταδοκέω,verb,pri\n,πρίν,adverb,e)rga/sasqai,ἐργάζομαι,verb,ei)ko/teron,εἰκότως,adverb,h)=n,εἰμί,verb,proeido/ta,πρόοιδα,verb,th\n,ὁ,article,nu=n,νῦν,adverb,u(poyi/an,ὑποψία,noun,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,i)ou=san,εἶμι,verb,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ei)/,εἰ,conjunction,tina,τις,pronoun,e)/gnwn,γιγνώσκω,verb,e)pibouleu/onta,ἐπιβουλεύω,verb,au)tw=|,αὐτός,pronoun,diakwlu/ein,διακωλύω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,au)to\n,αὐτός,pronoun,e)rgasa/menon,ἐργάζομαι,verb,ei)s,εἰς,preposition,e(kousi/ous,ἑκούσιος,adjective,kai\,καί,conjunction,prodh/lous,πρόδηλος,adjective,u(poyi/as,ὑποψία,noun,e)mpesei=n,ἐμπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/k,ἐκ,preposition,te,τε,particle,ga\r,γάρ,particle,au)tou=,αὐτός,pronoun,tou=,ὁ,article,e)/rgou,ἔργον,noun,fanero\s,φανερός,adjective,geno/menos,γίγνομαι,verb,a)pwllu/mhn,ἀπόλλυμι,verb,laqw/n,λανθάνω,verb,te,τε,particle,safw=s,σαφής,adverb,h)/|dh,οἶδα,verb,th/nde,ὅδε,pronoun,th\n,ὁ,article,u(poyi/an,ὑποψία,noun,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,i)ou=san,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/qlia,ἄθλιος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,pa/sxw,πάσχω,verb,mh\,μή,conjunction,a)pologei=sqai,ἀπολογέομαι,verb,mo/non,μόνος,adjective,biazo/menos,βιάζω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou\s,ὁ,article,a)poktei/nantas,ἀποκτείνω,verb,fanerou\s,φανερός,adjective,katasth=sai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,de\,δέ,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,e)pixeirhte/on,ἐπιχειρητέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,pikro/teron,πικρός,adjective,th=s,ὁ,article,a)na/gkhs,ἀνάγκη,noun,e)/oiken,ἔοικα,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xw,ἔχω,verb,de\,δέ,particle,ou)damw=s,οὐδαμός,adverb,a)/llws,ἄλλως,adverb,e)le/gxein,ἐλέγχω,verb,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,o(,ὁ,article,kath/goros,κατήγορος,noun,a)polu/wn,ἀπολύω,verb,au)to\n,αὐτός,pronoun,to\n,ὁ,article,qa/nato/n,θάνατος,adjective,fhsi,φημί,verb,mhnu/ein,μηνύω,verb,e)me\,ἐγώ,pronoun,to\n,ὁ,article,fone/a,φονεύς,noun,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,tou/twn,οὗτος,pronoun,a)naiti/wn,ἀναίω,verb,dokou/ntwn,δοκέω,verb,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,ta)di/khma,ἀδίκημα,noun,fanei=tai,φαίνω,verb,tou/twn,οὗτος,pronoun,u(po/ptwn,ὕποπτος,adjective,o)/ntwn,εἰμί,verb,e)gw\,ἐγώ,pronoun,ei)ko/tws,ἐοικότως,adverb,lta)\ngt,,,kaqaro\s,καθαρός,adjective,dokoi/hn,δοκέω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,ou)k,οὐ,adverb,a)peiko/s,ἀφίημι,verb,w(s,ὡς,conjunction,ou(=toi/,οὗτος,pronoun,fasin,φημί,verb,a)lla\,ἀλλά,adverb,ei)ko\s,ἔοικα,verb,a)wri\,ἀωρί,adverb,tw=n,ὁ,article,nuktw=n,νύξ,adjective,planw/menon,πλανάω,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,i(mati/ois,ἱμάτιον,adjective,diafqarh=nai,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,mh\,μή,conjunction,e)kduqh=nai,ἐκδύω,verb,ou)de\n,οὐδείς,pronoun,shmei=o/n,σημεῖον,noun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,mh\,μή,conjunction,e)/fqhsan,φθάνω,verb,peridu/santes,περιδύω,verb,au)to/n,αὐτός,pronoun,a)lla/,ἀλλά,adverb,tinas,τις,pronoun,prosio/ntas,πρόσειμι,verb,fobhqe/ntes,φοβέω,verb,a)pe/lipon,ἀπολείπω,verb,e)swfro/noun,σωφρονέω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)mai/nonto,μαίνομαι,verb,th\n,ὁ,article,swthri/an,σωτηρία,noun,tou=,ὁ,article,ke/rdous,κέρδος,noun,protimw=ntes,προτιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=s,ὁ,article,i(mati/ois,ἱμάτιον,adjective,diefqa/rh,διαφθείρω,verb,a)ll',ἀλλά,adverb,e(te/rous,ἕτερος,adjective,i)dw\n,εἶδον,verb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,kako\n,κακός,adjective,poiou=ntas,ποιέω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,mhnuth\s,μηνυτής,noun,tou=,ὁ,article,a)dikh/matos,ἀδίκημα,noun,ge/nhtai,γίγνομαι,verb,a)pe/qanen,ἀποθνήσκω,verb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,ti/s,τίς,pronoun,oi)=de,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,polu\,πολύς,adjective,h(=sson,ἥσσων,adverb,e)mou=,ἐγώ,pronoun,misou=ntas,μισέω,verb,au)to/n,αὐτός,pronoun,h)=san,εἰμί,verb,de\,δέ,particle,polloi/,πολύς,adjective,pw=s,πῶς,adverb,ou)k,οὐ,adverb,ei)ko\s,ἔοικα,verb,h)=n,εἰμί,verb,e)mou=,ἐγώ,pronoun,ma=llon,μᾶλλον,adverb,diafqei=rai,διαφθείρω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
