@_id,@_location,word/0/@_form,word/0/@_id,word/0/lemma/@_id,word/0/lemma/@_entry,word/0/lemma/@_POS,word/0/lemma/@_TreeTagger,word/0/lemma/@_disambiguated,word/0/lemma/analysis/0/@_morph,word/0/lemma/analysis/1/@_morph,word/1/@_form,word/1/@_id,word/1/lemma/@_id,word/1/lemma/@_entry,word/1/lemma/@_POS,word/1/lemma/@_TreeTagger,word/1/lemma/@_disambiguated,word/1/lemma/analysis/@_morph,word/2/@_form,word/2/@_id,word/2/lemma/@_id,word/2/lemma/@_entry,word/2/lemma/@_POS,word/2/lemma/@_TreeTagger,word/2/lemma/@_disambiguated,word/2/lemma/analysis/@_morph,word/3/@_form,word/3/@_id,word/3/lemma/@_id,word/3/lemma/@_entry,word/3/lemma/@_POS,word/3/lemma/@_disambiguated,word/3/lemma/@_TreeTagger,word/3/lemma/analysis/@_morph,word/4/@_form,word/4/@_id,word/4/lemma/@_id,word/4/lemma/@_entry,word/4/lemma/@_POS,word/4/lemma/@_TreeTagger,word/4/lemma/@_disambiguated,word/4/lemma/analysis/@_morph,word/5/@_form,word/5/@_id,word/5/lemma/@_id,word/5/lemma/@_entry,word/5/lemma/@_POS,word/5/lemma/@_TreeTagger,word/5/lemma/@_disambiguated,word/5/lemma/analysis/@_morph,word/6/@_form,word/6/@_id,word/6/lemma/@_id,word/6/lemma/@_entry,word/6/lemma/@_POS,word/6/lemma/@_TreeTagger,word/6/lemma/@_disambiguated,word/6/lemma/analysis/@_morph,word/7/@_form,word/7/@_id,word/7/lemma/@_id,word/7/lemma/@_entry,word/7/lemma/@_POS,word/7/lemma/@_TreeTagger,word/7/lemma/@_disambiguated,word/7/lemma/analysis/@_morph,word/8/@_form,word/8/@_id,word/8/lemma/@_id,word/8/lemma/@_entry,word/8/lemma/@_POS,word/8/lemma/@_TreeTagger,word/8/lemma/@_disambiguated,word/8/lemma/analysis/0/@_morph,word/8/lemma/analysis/1/@_morph,word/9/@_form,word/9/@_id,word/9/lemma/@_id,word/9/lemma/@_entry,word/9/lemma/@_POS,word/9/lemma/@_TreeTagger,word/9/lemma/@_disambiguated,word/9/lemma/analysis/@_morph,word/10/@_form,word/10/@_id,word/10/lemma/@_id,word/10/lemma/@_entry,word/10/lemma/@_POS,word/10/lemma/@_TreeTagger,word/10/lemma/@_disambiguated,word/10/lemma/analysis/@_morph,punct/0/@_mark,punct/1/@_mark,word/0/lemma/analysis/@_morph,punct/@_mark,word/3/lemma/analysis/0/@_morph,word/3/lemma/analysis/1/@_morph,word/3/lemma/analysis/2/@_morph,word/3/lemma/analysis/3/@_morph,word/2/lemma/analysis/0/@_morph,word/2/lemma/analysis/1/@_morph,word/2/lemma/analysis/2/@_morph,word/8/lemma/analysis/@_morph,word/11/@_form,word/11/@_id,word/11/lemma/@_id,word/11/lemma/@_entry,word/11/lemma/@_POS,word/11/lemma/@_TreeTagger,word/11/lemma/@_disambiguated,word/11/lemma/analysis/@_morph,word/12/@_form,word/12/@_id,word/12/lemma/@_id,word/12/lemma/@_entry,word/12/lemma/@_POS,word/12/lemma/@_TreeTagger,word/12/lemma/@_disambiguated,word/12/lemma/analysis/0/@_morph,word/12/lemma/analysis/1/@_morph,word/13/@_form,word/13/@_id,word/13/lemma/@_id,word/13/lemma/@_entry,word/13/lemma/@_POS,word/13/lemma/@_TreeTagger,word/13/lemma/@_disambiguated,word/13/lemma/analysis/0/@_morph,word/13/lemma/analysis/1/@_morph,word/8/lemma/analysis/2/@_morph,word/7/lemma/analysis/0/@_morph,word/7/lemma/analysis/1/@_morph,punct/2/@_mark,punct/3/@_mark,word/4/lemma/analysis/0/@_morph,word/4/lemma/analysis/1/@_morph,word/6/lemma/analysis/0/@_morph,word/6/lemma/analysis/1/@_morph,word/11/lemma/analysis/0/@_morph,word/11/lemma/analysis/1/@_morph,word/12/lemma/analysis/@_morph,word/13/lemma/analysis/@_morph,word/14/@_form,word/14/@_id,word/14/lemma/@_id,word/14/lemma/@_entry,word/14/lemma/@_POS,word/14/lemma/@_TreeTagger,word/14/lemma/@_disambiguated,word/14/lemma/analysis/0/@_morph,word/14/lemma/analysis/1/@_morph,word/15/@_form,word/15/@_id,word/15/lemma/@_id,word/15/lemma/@_entry,word/15/lemma/@_POS,word/15/lemma/@_TreeTagger,word/15/lemma/@_disambiguated,word/15/lemma/analysis/@_morph,word/16/@_form,word/16/@_id,word/16/lemma/@_id,word/16/lemma/@_entry,word/16/lemma/@_POS,word/16/lemma/@_disambiguated,word/16/lemma/@_TreeTagger,word/16/lemma/analysis/@_morph,word/17/@_form,word/17/@_id,word/17/lemma/@_id,word/17/lemma/@_entry,word/17/lemma/@_POS,word/17/lemma/@_TreeTagger,word/17/lemma/@_disambiguated,word/17/lemma/analysis/@_morph,word/18/@_form,word/18/@_id,word/18/lemma/@_id,word/18/lemma/@_entry,word/18/lemma/@_POS,word/18/lemma/@_TreeTagger,word/18/lemma/@_disambiguated,word/18/lemma/analysis/@_morph,word/19/@_form,word/19/@_id,word/19/lemma/@_id,word/19/lemma/@_entry,word/19/lemma/@_POS,word/19/lemma/@_TreeTagger,word/19/lemma/@_disambiguated,word/19/lemma/analysis/@_morph,word/20/@_form,word/20/@_id,word/20/lemma/@_id,word/20/lemma/@_entry,word/20/lemma/@_POS,word/20/lemma/@_TreeTagger,word/20/lemma/@_disambiguated,word/20/lemma/analysis/@_morph,word/21/@_form,word/21/@_id,word/21/lemma/@_id,word/21/lemma/@_entry,word/21/lemma/@_POS,word/21/lemma/@_TreeTagger,word/21/lemma/@_disambiguated,word/21/lemma/analysis/@_morph,word/22/@_form,word/22/@_id,word/22/lemma/@_id,word/22/lemma/@_entry,word/22/lemma/@_POS,word/22/lemma/@_TreeTagger,word/22/lemma/@_disambiguated,word/22/lemma/analysis/@_morph,word/23/@_form,word/23/@_id,word/23/lemma/@_id,word/23/lemma/@_entry,word/23/lemma/@_POS,word/23/lemma/@_TreeTagger,word/23/lemma/@_disambiguated,word/23/lemma/analysis/@_morph,word/24/@_form,word/24/@_id,word/24/lemma/@_id,word/24/lemma/@_entry,word/24/lemma/@_POS,word/24/lemma/@_TreeTagger,word/24/lemma/@_disambiguated,word/24/lemma/analysis/@_morph,word/25/@_form,word/25/@_id,word/25/lemma/@_id,word/25/lemma/@_entry,word/25/lemma/@_POS,word/25/lemma/@_TreeTagger,word/25/lemma/@_disambiguated,word/25/lemma/analysis/@_morph,word/4/lemma/analysis/2/@_morph,word/0/lemma/analysis/2/@_morph,word/0/lemma/analysis/3/@_morph,word/0/lemma/analysis/4/@_morph,word/0/lemma/analysis/5/@_morph,word/0/lemma/analysis/6/@_morph,word/4/lemma/analysis/3/@_morph,word/4/lemma/analysis/4/@_morph,word/4/lemma/analysis/5/@_morph,word/4/lemma/analysis/6/@_morph,word/1/lemma/analysis/0/@_morph,word/1/lemma/analysis/1/@_morph,word/14/lemma/analysis/@_morph,word/16/lemma/analysis/0/@_morph,word/16/lemma/analysis/1/@_morph,word/18/lemma/analysis/0/@_morph,word/18/lemma/analysis/1/@_morph,word/9/lemma/analysis/0/@_morph,word/9/lemma/analysis/1/@_morph,word/9/lemma/analysis/2/@_morph,word/15/lemma/analysis/0/@_morph,word/15/lemma/analysis/1/@_morph,word/21/lemma/analysis/0/@_morph,word/21/lemma/analysis/1/@_morph,word/21/lemma/analysis/2/@_morph,word/21/lemma/analysis/3/@_morph,word/5/lemma/analysis/0/@_morph,word/5/lemma/analysis/1/@_morph,word/10/lemma/analysis/0/@_morph,word/10/lemma/analysis/1/@_morph,word/2/lemma/analysis/3/@_morph,word/1/lemma/analysis/2/@_morph,word/1/lemma/analysis/3/@_morph,word/7/lemma/analysis/2/@_morph,word/5/lemma/analysis/2/@_morph,word/5/lemma/analysis/3/@_morph,word/20/lemma/analysis/0/@_morph,word/20/lemma/analysis/1/@_morph,word/24/lemma/analysis/0/@_morph,word/24/lemma/analysis/1/@_morph,word/25/lemma/analysis/0/@_morph,word/25/lemma/analysis/1/@_morph,word/26/@_form,word/26/@_id,word/26/lemma/@_id,word/26/lemma/@_entry,word/26/lemma/@_POS,word/26/lemma/@_TreeTagger,word/26/lemma/@_disambiguated,word/26/lemma/analysis/@_morph,word/27/@_form,word/27/@_id,word/27/lemma/@_id,word/27/lemma/@_entry,word/27/lemma/@_POS,word/27/lemma/@_TreeTagger,word/27/lemma/@_disambiguated,word/27/lemma/analysis/@_morph,word/28/@_form,word/28/@_id,word/28/lemma/@_id,word/28/lemma/@_entry,word/28/lemma/@_POS,word/28/lemma/@_disambiguated,word/28/lemma/@_TreeTagger,word/28/lemma/analysis/@_morph,word/29/@_form,word/29/@_id,word/29/lemma/@_id,word/29/lemma/@_entry,word/29/lemma/@_POS,word/29/lemma/@_disambiguated,word/29/lemma/@_TreeTagger,word/29/lemma/analysis/@_morph,word/30/@_form,word/30/@_id,word/30/lemma/@_id,word/30/lemma/@_entry,word/30/lemma/@_POS,word/30/lemma/@_TreeTagger,word/30/lemma/@_disambiguated,word/30/lemma/analysis/@_morph,punct/4/@_mark,punct/5/@_mark,word/12/lemma/analysis/2/@_morph,word/15/lemma/analysis/2/@_morph,word/15/lemma/analysis/3/@_morph,word/23/lemma/analysis/0/@_morph,word/23/lemma/analysis/1/@_morph,word/17/lemma/analysis/0/@_morph,word/17/lemma/analysis/1/@_morph,word/9/lemma/analysis/3/@_morph,word/8/lemma/analysis/3/@_morph,word/16/lemma/analysis/2/@_morph,word/16/lemma/analysis/3/@_morph,word/6/lemma/analysis/2/@_morph,word/6/lemma/analysis/3/@_morph,word/13/lemma/analysis/2/@_morph
24,2,ou)d',1,75764,οὐδέ,particle,false,0.33,,,o(,2,71882,ὁ,article,false,n/a,masc nom sg,xoro\s,3,114468,χορός,noun,false,n/a,masc nom sg,to\n,4,71882,ὁ,article,n/a,false,masc acc sg,*foi=bon,5,nlsj5526,Φοῖβος,proper,false,n/a,masc acc sg,e)f',6,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),e(\n,7,31236,εἷς,adjective,true,1.0,neut nom/voc/acc sg,mo/non,8,68641,μόνος,adjective,false,n/a,,h)=mar,9,46956,ἦμαρ,noun,false,n/a,,,a)ei/sei,10,1587,ἀείδω,verb,false,n/a,,e)/sti,11,31130,εἰμί,verb,false,n/a,pres ind act 3rd sg,",",:,indeclform (particle),,,,,,,,,neut nom/voc/acc sg,ga\r,12,21618,γάρ,particle,false,n/a,indeclform (particle),eu)/umnos,13,45379,εὔυμνος,adjective,false,n/a,,,,,,,,,,,,,masc acc sg,neut nom/voc/acc sg,,,,,,,,,masc/fem nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aor subj act 3rd sg (epic ionic),fut ind act 3rd sg (epic doric ionic aeolic),fut ind mid 2nd sg (epic doric ionic aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,ti/s,1,nlsj65910,τίς,pronoun,true,0.5,,,a)\n,2,6207,ἄν,particle,true,1.0,indeclform (particle),ou),3,75730,οὐ,adverb,false,n/a,proclitic indeclform (adverb),r(e/a,4,92254,ῥέα,adverb,1.0,true,indeclform (adverb),*foi=bon,5,nlsj5526,Φοῖβος,proper,false,n/a,masc acc sg,a)ei/doi,6,1587,ἀείδω,verb,false,n/a,pres opt act 3rd sg (epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc/fem nom sg,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2,xru/sea,1,114816,χρύσεος,adjective,false,n/a,,,tw)po/llwni,2,13098,Ἀπόλλων,proper,false,n/a,masc dat sg,to/,3,71882,ὁ,article,false,n/a,neut nom/voc/acc sg,t',4,102752,τε,particle,1.0,true,enclitic indeclform (particle),e)nduto\n,5,35321,ἐνδυτός,adjective,false,n/a,,h(/,6,75512,ὅς,pronoun,true,1.0,fem nom sg (attic homeric ionic),t',7,102752,τε,particle,true,1.0,enclitic indeclform (particle),e)piporpi/s,8,40607,ἐπιπορπίς,noun,false,n/a,fem nom sg,h(/,9,75512,ὅς,pronoun,true,1.0,,,te,10,102752,τε,particle,false,n/a,enclitic indeclform (particle),lu/rh,11,64165,λύρα,adjective,false,n/a,fem nom/voc sg (epic ionic),",",:,neut nom/voc/acc pl,,,,,,,,,fem nom sg (attic homeric ionic),to/,12,71882,ὁ,article,false,n/a,neut nom/voc/acc sg,t',13,102752,τε,particle,true,1.0,,,a)/emma,14,1689,ἄεμμα,noun,false,n/a,,,,,,,,masc/fem acc sg,neut nom/voc/acc sg,,,,,enclitic indeclform (particle),neut nom/voc/acc sg,to\,15,71882,ὁ,article,false,n/a,,,*lu/ktion,16,nlsj7268,Λύκτιος,proper,false,n/a,,h(/,17,75512,ὅς,pronoun,1.0,true,fem nom sg (attic homeric ionic),te,18,102752,τε,particle,false,n/a,enclitic indeclform (particle),fare/trh,19,110301,φαρέτρα,noun,false,n/a,fem nom/voc sg (epic ionic),xru/sea,20,114816,χρύσεος,adjective,false,n/a,neut nom/voc/acc pl,kai\,21,51951,καί,conjunction,false,n/a,indeclform (conj),ta\,22,71882,ὁ,article,true,1.0,,pe/dila,23,80237,πέδιλον,noun,false,n/a,neut nom/voc/acc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neut nom/voc/acc sg,,,,,,,,masc acc sg,neut nom/voc/acc sg,neut acc pl,neut nom/voc/acc pl,fem acc dual,fem nom/voc/acc dual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2,polu/xrusos,1,85571,πολύχρυσος,adjective,false,n/a,,,ga\r,2,21618,γάρ,particle,false,n/a,indeclform (particle),*)apo/llwn,3,13098,Ἀπόλλων,proper,false,n/a,masc nom/voc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc/fem nom sg,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2,kai\,1,51951,καί,conjunction,false,n/a,,,de\,2,23596,δέ,particle,false,n/a,indeclform (particle),polukte/anos,3,unknown,,,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indeclform (conj),:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2,*puqw=ni/,1,nlsj9387,Πυθών,proper,false,n/a,,,ke,2,6207,ἄν,particle,false,n/a,epic (enclitic indeclform particle),tekmh/raio,3,102841,τεκμαίρομαι,verb,false,n/a,aor opt mid 2nd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fem dat sg,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2,kai\,1,51951,καί,conjunction,false,n/a,,,me\n,2,66260,μέν,particle,false,n/a,indeclform (particle),a)ei\,3,1564,ἀεί,adverb,false,n/a,indeclform (adverb),kalo\s,4,nlsj61372,καλός,noun,n/a,false,masc nom sg,kai\,5,51951,καί,conjunction,false,n/a,indeclform (conj),a)ei\,6,1564,ἀεί,adverb,false,n/a,indeclform (adverb),ne/os,7,70364,νέος,adjective,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indeclform (conj),:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc nom sg,masc/fem nom sg (attic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,ou)/pote,1,nlsj68230,οὔποτε,adverb,false,n/a,,,*foi/bou,2,nlsj5526,Φοῖβος,proper,false,n/a,masc gen sg,qhlei/his',3,unknown,,,false,n/a,,ou)d',4,75764,οὐδέ,particle,0.33,false,indeclform (particle),o(/sson,5,75552,ὅσος,adjective,false,n/a,,e)pi\,6,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),xno/os,7,114250,χνόος,noun,false,n/a,masc nom sg (epic doric ionic),h)=lqe,8,42827,ἔρχομαι,verb,false,n/a,,pareiai=s,9,79213,παρειά,noun,false,n/a,,,,,,,,,,,,,,,,,,,,,indeclform (adverb),.,,,,,,,,fem dat pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,aor ind act 3rd sg,aor ind act 3rd sg,,,masc acc sg (epic),neut nom/voc/acc sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,ai(,1,71882,ὁ,article,false,n/a,,,de\,2,23596,δέ,particle,false,n/a,indeclform (particle),ko/mai,3,58782,κόμη,noun,false,n/a,,quo/enta,4,49453,θυόεις,adjective,n/a,false,,pe/dwi,5,80257,πέδον,noun,false,n/a,neut dat sg,lei/bousin,6,62218,λείβω,verb,false,n/a,,e)/laia,7,33348,ἔλαιον,noun,false,n/a,neut nom/voc/acc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fem nom/voc pl,.,neut nom/voc/acc pl,masc acc sg,,,fem nom/voc pl,fem dat sg (doric aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pres part act masc/neut dat pl (attic epic doric ionic),pres ind act 3rd pl (attic epic doric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,ou),1,75730,οὐ,adverb,false,n/a,,,li/pos,2,63550,λίπος,adjective,false,n/a,neut nom/voc/acc sg,*)apo/llwnos,3,13098,Ἀπόλλων,proper,false,n/a,masc gen sg,a)posta/zousin,4,13803,ἀποστάζω,verb,n/a,false,,e)/qeirai,5,30749,ἔθειρα,noun,false,n/a,fem nom/voc pl,a)ll',6,4357,ἀλλά,adverb,false,n/a,indeclform (adverb),au)th\n,7,17907,αὐτός,pronoun,false,n/a,fem acc sg (attic epic ionic),pana/keian,8,77215,πανάκεια,adjective,false,n/a,fem acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,proclitic indeclform (adverb),,pres part act masc/neut dat pl (attic epic doric ionic),pres ind act 3rd pl (attic epic doric ionic aeolic),pres part act masc/neut dat pl (attic epic doric ionic),pres ind act 3rd pl (attic epic doric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,e)n,1,34700,ἐν,preposition,true,0.5,,,a)/stei+,2,16686,ἄστυ,noun,false,n/a,,d',3,23596,δέ,particle,false,n/a,indeclform (particle),w)=i,4,nlsj78002,ὄις,noun,n/a,false,,ken,5,6207,ἄν,particle,false,n/a,epic (enclitic indeclform particle),e)kei=nai,6,31951,ἐκεῖνος,pronoun,false,n/a,fem nom/voc pl,prw=kes,7,90891,πρώξ,noun,false,n/a,fem nom/voc pl,e)/raze,8,nlsj39978,ἔραζε,adverb,true,1.0,indeclform (adverb),pe/swsin,9,83253,πίπτω,verb,false,n/a,,,a)kh/ria,10,3152,ἀκήριος,adjective,false,n/a,neut nom/voc/acc pl,pa/nt',11,79904,πᾶς,adjective,true,1.0,,,,proclitic indeclform (prep),.,masc/fem voc sg,masc/fem dat sg (epic doric ionic aeolic),,,,,,aor subj act 3rd pl,e)ge/nonto,12,22209,γίγνομαι,verb,false,n/a,aor ind mid 3rd pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neut nom/voc/acc dual (attic epic),neut dat sg,,,,,,,,,,,,,,,,,masc acc sg,neut nom/voc/acc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,te/xnhi,1,103701,τέχνη,noun,false,n/a,,,d',2,23596,δέ,particle,false,n/a,indeclform (particle),a)mfilafh\s,3,5919,ἀμφιλαφής,adverb,false,n/a,masc/fem nom sg,ou)/,4,75730,οὐ,adverb,n/a,false,proclitic indeclform (adverb),tis,5,104051,τις,pronoun,false,n/a,masc/fem nom sg,to/son,6,104416,τόσος,adjective,false,n/a,,o(/sson,7,75552,ὅσος,adjective,false,n/a,,*)apo/llwn,8,13098,Ἀπόλλων,proper,false,n/a,masc nom/voc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,fem dat sg (attic epic ionic),:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc acc sg (epic),neut nom/voc/acc sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc acc sg,neut nom/voc/acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,kei=nos,1,31951,ἐκεῖνος,pronoun,false,0.5,,,o)isteuth\n,2,nlsj78556,ὀιστευτής,noun,false,n/a,masc acc sg (attic epic ionic),e)/lax',3,62023,λάσκω,verb,true,0.5,aor ind act 3rd sg,a)ne/ra,4,8665,ἀνήρ,noun,1.0,true,masc acc sg,kei=nos,5,31951,ἐκεῖνος,pronoun,false,0.5,masc nom sg,a)oido/n,6,11106,ἀοιδός,noun,false,n/a,masc acc sg,*foi/bwi,7,nlsj5526,Φοῖβος,proper,false,n/a,masc dat sg,ga\r,8,21618,γάρ,particle,false,n/a,indeclform (particle),kai\,9,51951,καί,conjunction,false,n/a,,,to/con,10,104311,τόξον,noun,false,n/a,neut nom/voc/acc sg,e)pitre/petai,11,41416,ἐπιτρέπω,verb,false,n/a,pres ind mp 3rd sg,",",(,masc nom sg,,,,,,,,,indeclform (conj),kai\,12,51951,καί,conjunction,false,n/a,indeclform (conj),a)oidh/),13,11106,ἀοιδός,noun,false,n/a,,,kei/nou,14,31951,ἐκεῖνος,pronoun,false,0.25,neut gen sg,masc gen sg,,,,),:,,,,,,,fem nom/voc sg (attic epic ionic),,de\,15,23596,δέ,particle,false,n/a,,,qriai\,16,unknown,,,false,n/a,,kai\,17,51951,καί,conjunction,n/a,false,indeclform (conj),ma/nties,18,64961,μάντις,noun,false,n/a,masc nom/voc pl (epic doric ionic aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indeclform (particle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,e)k,1,31575,ἐκ,preposition,false,n/a,,,de/,2,23596,δέ,particle,false,n/a,indeclform (particle),nu,3,71308,νῦν,adverb,false,n/a,enclitic indeclform (adverb),*foi/bou,4,nlsj5526,Φοῖβος,proper,n/a,false,masc gen sg,i)htroi\,5,49761,ἰατρός,noun,false,n/a,masc nom/voc pl (epic ionic),deda/asin,6,23272,δαίω,verb,false,n/a,perf ind act 3rd pl (epic),a)na/blhsin,7,6258,ἀνάβλησις,noun,false,n/a,fem acc sg,qana/toio,8,47876,θάνατος,adjective,false,n/a,masc gen sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,proclitic indeclform (prep),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
